cruise,cast,niskin,date,sal00,sal11,sigma_00,sigma_11,density00,density11,sbox0mm_kg,sbox1mm_kg,oxsolmm_kg,potemp090c,potemp190c,svcm,svcm1,prdm,depsm,scan,times,t090c,t190c,c0ms_cm,c1ms_cm,cstarat0,cstartr0,sbeox0v,sbeox1v,fleco_afl,par,spar,cpar,v0,latitude,longitude
AE2426,006,3,2024-11-08 04:45:01+00:00,36.2284,36.2233,25.1288,25.1262,1025.3453,1025.3428,163.164,168.448,215.55955,22.0806,22.076,1529.3,1529.28,50.621,50.228,24359.0,1014.917,22.0907,22.0861,51.637125,51.625745,-0.0455,101.1437,1.9197,2.0619,0.591,1.5718e-05,25.833,6.0498e-05,0.4258,39.7731,-70.8842
AE2426,006,4,2024-11-08 04:45:17+00:00,36.2293,36.2295,25.1289,25.1283,1025.3461,1025.3456,163.525,168.568,215.54973,22.0828,22.0851,1529.31,1529.32,50.79,50.395,24764.0,1031.792,22.093,22.0952,51.640786,51.643393,-0.0439,101.1043,1.9229,2.063,0.4931,1.5035e-05,26.296,5.8232e-05,0.4405,39.77304,-70.88424
AE2426,006,5,2024-11-08 04:46:33+00:00,35.903,35.8992,24.4483,24.4457,1024.5558,1024.5532,196.601,201.943,210.51866,23.5836,23.5828,1532.34,1532.34,25.242,25.048,26580.0,1107.458,23.5889,23.5881,52.79514,52.789391,-0.0117,100.2935,2.2603,2.4248,0.6128,0.059111,25.072,0.23615,0.2644,39.77277,-70.88438
AE2426,006,6,2024-11-08 04:46:51+00:00,35.9057,35.9022,24.4488,24.4459,1024.5572,1024.5544,196.298,202.956,210.49581,23.5889,23.5899,1532.36,1532.36,25.46,25.264,27015.0,1125.583,23.5942,23.5952,52.804426,52.800956,-0.0121,100.3036,2.2577,2.4346,0.5804,0.1141,26.23,0.43563,0.2624,39.77272,-70.88442
AE2426,006,7,2024-11-08 04:47:06+00:00,35.9065,35.9048,24.4492,24.4452,1024.5578,1024.5538,196.51,202.706,210.49129,23.5899,23.599,1532.37,1532.39,25.498,25.302,27373.0,1140.5,23.5952,23.6043,52.806557,52.813999,-0.0081,100.2041,2.2597,2.4323,0.5886,0.15723,26.329,0.59821,0.2357,39.77266,-70.88442
AE2426,006,8,2024-11-08 04:47:18+00:00,35.909,35.906,24.449,24.4463,1024.557,1024.5543,196.351,202.151,210.46282,23.5969,23.5984,1532.39,1532.39,25.368,25.172,27654.0,1152.208,23.6022,23.6037,52.817128,52.81489,-0.0117,100.293,2.2585,2.4273,0.5675,0.17581,25.204,0.69825,0.261,39.77262,-70.88446
AE2426,006,9,2024-11-08 04:47:33+00:00,35.9081,35.905,24.4485,24.4452,1024.5567,1024.5534,196.339,202.934,210.46728,23.596,23.5994,1532.38,1532.39,25.399,25.204,28013.0,1167.167,23.6013,23.6047,52.815003,52.814584,-0.0117,100.2941,2.2584,2.4347,0.5664,0.18849,31.29,0.60282,0.2376,39.77256,-70.8845
AE2426,006,10,2024-11-08 04:47:45+00:00,35.9097,35.9051,24.4484,24.445,1024.5568,1024.5534,196.434,202.432,210.44802,23.6007,23.6004,1532.4,1532.39,25.451,25.255,28302.0,1179.208,23.606,23.6057,52.822177,52.815823,-0.0106,100.2643,2.2594,2.4301,0.5659,0.1927,28.777,0.67028,0.1856,39.77252,-70.8845
AE2426,006,11,2024-11-08 04:49:28+00:00,35.9118,35.9075,24.4509,24.4481,1024.4634,1024.4606,196.399,202.386,210.4733,23.5976,23.5962,1532.0,1532.0,2.948,2.926,30768.0,1281.958,23.5983,23.5968,52.806787,52.799681,-0.0106,100.2642,2.2637,2.4347,0.6704,1.4438,27.156,5.3178,0.2739,39.77214,-70.8847
AE2426,006,12,2024-11-08 04:49:40+00:00,35.9116,35.9075,24.4518,24.4484,1024.4645,1024.4611,196.785,202.68,210.48654,23.594,23.5949,1531.99,1531.99,2.96,2.937,31076.0,1294.792,23.5946,23.5955,52.80277,52.798369,-0.0099,100.2483,2.267,2.4374,0.6426,1.8571,27.321,6.804,0.2694,39.7721,-70.88474
AE2426,006,13,2024-11-08 04:49:53+00:00,35.911,35.9071,24.4481,24.4446,1024.4613,1024.4578,196.72,203.045,210.4475,23.6051,23.607,1532.02,1532.02,3.107,3.083,31386.0,1307.708,23.6057,23.6076,52.813831,52.810643,-0.0111,100.2775,2.2667,2.4412,0.6454,1.7517,26.825,6.5277,0.2786,39.77206,-70.88474
AE2426,006,14,2024-11-08 04:50:12+00:00,35.9113,35.907,24.4501,24.447,1024.4626,1024.4595,196.499,202.445,210.46868,23.5991,23.5985,1532.01,1532.0,2.937,2.915,31842.0,1326.708,23.5997,23.5992,52.807712,52.801548,-0.0104,100.26,2.2646,2.4353,0.6574,1.6631,27.487,6.0455,0.1998,39.772,-70.88477
AE2426,006,15,2024-11-08 04:50:26+00:00,35.912,35.9079,24.4525,24.4486,1024.4652,1024.4613,196.622,202.795,210.49081,23.5927,23.5954,1531.99,1531.99,2.978,2.955,32176.0,1340.625,23.5933,23.596,52.80183,52.799329,-0.0097,100.2414,2.2655,2.4384,0.5976,1.5243,27.222,5.6108,0.2126,39.77194,-70.88479
AE2426,006,16,2024-11-08 04:50:36+00:00,35.9118,35.908,24.4514,24.4469,1024.4635,1024.4591,196.713,202.323,210.47988,23.5958,23.6012,1532.0,1532.01,2.847,2.825,32416.0,1350.625,23.5964,23.6018,52.804815,52.805532,-0.0098,100.2451,2.2664,2.434,0.6583,1.3569,27.255,4.9781,0.1996,39.7719,-70.88481
AE2426,006,17,2024-11-08 04:50:47+00:00,35.9115,35.9074,24.4478,24.4439,1024.46,1024.4561,196.573,202.984,210.43825,23.6075,23.6103,1532.03,1532.03,2.865,2.843,32686.0,1361.875,23.6081,23.6109,52.816928,52.81451,-0.0101,100.2536,2.2656,2.4408,0.6831,1.649,27.123,6.0907,0.252,39.77187,-70.88482
AE2426,006,18,2024-11-08 04:50:57+00:00,35.9118,35.9072,24.4502,24.4461,1024.4623,1024.4582,196.57,202.959,210.46484,23.6,23.6021,1532.01,1532.01,2.839,2.817,32911.0,1371.25,23.6006,23.6027,52.809264,52.805449,-0.0104,100.259,2.2653,2.4403,0.6535,1.6757,27.156,6.1907,0.259,39.77184,-70.88484
AE2426,007,1,2024-11-08 06:46:48+00:00,36.2376,36.2315,25.2934,25.2889,1025.5524,1025.5479,159.751,165.141,217.66846,21.5185,21.5178,1528.0,1527.99,60.426,59.956,34386.0,1432.708,21.5303,21.5297,51.060294,51.051939,-0.0415,101.0436,1.8741,2.0141,0.5565,1.3668e-06,25.138,5.622e-06,0.5097,39.77176,-70.78014
AE2426,007,2,2024-11-08 06:47:06+00:00,36.2297,36.226,25.2886,25.2855,1025.5473,1025.5442,160.145,165.634,217.69742,21.5139,21.5149,1527.98,1527.98,60.339,59.869,34809.0,1450.333,21.5257,21.5267,51.045489,51.041863,-0.041,101.0309,1.8774,2.0184,0.5916,1e-12,24.741,4.0451e-12,0.4745,39.77174,-70.78018
AE2426,008,1,2024-11-08 08:27:13+00:00,36.3564,36.3529,25.1213,25.1172,1025.3803,1025.3762,162.182,167.58,213.99662,22.4493,22.4543,1530.57,1530.58,60.632,60.161,33225.0,1384.333,22.4616,22.4665,52.198228,52.198975,-0.0512,101.2894,1.9202,2.0636,0.421,1.4351e-05,25.899,5.5324e-05,0.4804,39.76992,-71.00091
AE2426,010,1,2024-11-08 10:50:34+00:00,34.951,34.9483,27.5919,27.5898,1029.9049,1029.9029,217.822,225.876,304.49132,5.3747,5.3743,1480.63,1480.63,504.167,499.705,20056.0,835.625,5.4168,5.4164,34.019627,34.016928,-0.1001,102.5353,1.733,1.8728,-0.0009,3.4169e-06,26.197,1.3177e-05,1.1549,39.7713,-70.8858
AE2426,010,2,2024-11-08 10:50:43+00:00,34.9504,34.9481,27.5914,27.5896,1029.9053,1029.9035,217.769,226.12,304.48899,5.3752,5.375,1480.64,1480.63,504.36,499.896,20282.0,845.042,5.4174,5.4172,34.019673,34.017522,-0.1004,102.5422,1.7327,1.8743,-0.0004,3.4169e-06,26.527,1.3021e-05,1.1459,39.77128,-70.88584
AE2426,010,3,2024-11-08 10:55:59+00:00,35.1646,35.1615,27.2855,27.2836,1028.653,1028.6512,139.632,144.933,281.58271,8.7604,8.7568,1490.62,1490.61,302.813,300.28,27856.0,1160.625,8.7931,8.7895,37.245845,37.239538,-0.0911,102.3039,1.3836,1.4847,-0.0003,1.3668e-06,27.09,5.1155e-06,1.3261,39.77088,-70.88626
AE2426,010,4,2024-11-08 10:56:12+00:00,35.1644,35.1617,27.2862,27.2845,1028.6546,1028.653,139.688,145.052,281.61542,8.7551,8.7523,1490.61,1490.59,303.006,300.47,28160.0,1173.292,8.7879,8.785,37.240872,37.235593,-0.0904,102.2858,1.3838,1.4854,0.0023,3.4169e-06,27.189,1.2401e-05,1.3351,39.77087,-70.88628
AE2426,010,5,2024-11-08 11:00:59+00:00,35.4933,35.4893,26.6672,26.6648,1027.2001,1027.1977,162.006,167.423,254.19373,13.5282,13.525,1504.57,1504.55,120.466,119.51,35055.0,1460.583,13.5452,13.5421,42.071204,42.063918,-0.086,102.1725,1.6738,1.7977,0.0187,3.4169e-06,29.438,1.1864e-05,0.8449,39.77048,-70.88672
AE2426,010,6,2024-11-08 11:04:14+00:00,35.9563,35.9531,26.3249,26.3205,1026.7314,1026.7269,149.359,154.654,238.23265,16.6791,16.6873,1514.55,1514.58,93.137,92.404,39729.0,1655.333,16.6944,16.7025,45.721282,45.725938,-0.0706,101.7799,1.6631,1.7867,0.1109,0.026739,31.456,0.085031,0.7485,39.77024,-70.88708
AE2426,010,7,2024-11-08 11:06:57+00:00,36.1602,36.1579,25.0097,24.9696,1025.2565,1025.2163,167.774,174.027,214.7631,22.3179,22.4524,1529.96,1530.31,57.739,57.29,43640.0,1818.292,22.3295,22.4641,51.806639,51.946315,-0.0453,101.1383,1.9644,2.1184,0.6257,0.14301,34.168,0.41941,0.4671,39.77002,-70.88742
AE2426,010,8,2024-11-08 11:07:05+00:00,36.1577,36.1363,24.9803,24.9276,1025.2262,1025.1734,169.075,175.621,214.40739,22.4145,22.5421,1530.21,1530.51,57.543,57.095,43852.0,1827.125,22.4261,22.5538,51.905685,52.013778,-0.0444,101.1165,1.9784,2.1361,0.6465,0.15286,33.738,0.45338,0.4435,39.77,-70.88741
AE2426,010,9,2024-11-08 11:07:15+00:00,36.1549,36.1437,24.9458,24.9278,1025.1917,1025.1737,169.487,175.182,213.99122,22.5277,22.5609,1530.5,1530.57,57.559,57.111,44089.0,1837.0,22.5394,22.5726,52.0223,52.043152,-0.0436,101.0963,1.9851,2.1352,0.6157,0.15221,33.374,0.45639,0.4333,39.76998,-70.88742
AE2426,010,10,2024-11-08 11:07:27+00:00,36.1443,36.1525,24.9382,24.9498,1025.1828,1025.1945,169.469,174.71,214.01127,22.5264,22.5072,1530.48,1530.44,57.259,56.814,44373.0,1848.833,22.538,22.5188,52.007135,51.997264,-0.0443,101.1128,1.9848,2.1307,0.6513,0.16272,34.466,0.47252,0.4272,39.76996,-70.88744
AE2426,010,11,2024-11-08 11:07:36+00:00,36.1519,36.142,24.9518,24.9376,1025.1976,1025.1833,170.03,175.392,214.10254,22.4988,22.5224,1530.42,1530.47,57.519,57.072,44596.0,1858.125,22.5104,22.534,51.987784,52.000048,-0.0442,101.1107,1.989,2.1363,0.69,0.16815,33.738,0.49861,0.4128,39.76996,-70.88748
AE2426,010,12,2024-11-08 11:07:48+00:00,36.1468,36.1545,24.9382,24.9497,1025.1843,1025.1958,170.136,175.461,213.98455,22.5326,22.5128,1530.5,1530.46,57.594,57.146,44886.0,1870.208,22.5443,22.5245,52.017067,52.005941,-0.043,101.0798,1.9908,2.1379,0.6046,0.16945,33.838,0.50113,0.4258,39.76994,-70.8875
AE2426,010,13,2024-11-08 11:10:32+00:00,36.1299,36.1258,24.4855,24.4822,1024.664,1024.6606,193.508,200.344,208.57941,24.0386,24.0396,1534.01,1534.01,41.971,41.646,48811.0,2033.75,24.0475,24.0485,53.588059,53.583756,-0.0288,100.7228,2.2458,2.424,0.4969,0.28858,37.343,0.7732,0.3288,39.76972,-70.8877
AE2426,010,14,2024-11-08 11:10:52+00:00,36.1317,36.1276,24.4852,24.4816,1024.6651,1024.6615,193.553,200.372,208.55561,24.0445,24.046,1534.03,1534.03,42.322,41.994,49292.0,2053.792,24.0535,24.055,53.597134,53.593283,-0.0311,100.7813,2.2463,2.4244,0.4971,0.28277,37.939,0.74594,0.2853,39.7697,-70.88773
AE2426,010,15,2024-11-08 11:11:03+00:00,36.132,36.1279,24.4854,24.4819,1024.6642,1024.6607,193.887,199.868,208.55574,24.0445,24.0457,1534.03,1534.03,42.05,41.725,49546.0,2064.375,24.0534,24.0546,53.597214,53.593023,-0.0326,100.8202,2.2494,2.4196,0.5452,0.29041,38.369,0.75787,0.2347,39.76968,-70.88772
AE2426,010,16,2024-11-08 11:12:41+00:00,36.1375,36.1329,24.4843,24.4798,1024.5691,1024.5646,193.546,199.917,208.50252,24.0622,24.0657,1533.7,1533.7,19.935,19.782,51906.0,2162.708,24.0664,24.0699,53.608726,53.60634,-0.0316,100.7936,2.2515,2.4257,0.4617,0.82036,42.834,1.9206,0.2049,39.76958,-70.88789
AE2426,010,17,2024-11-08 11:12:51+00:00,36.1378,36.1343,24.4847,24.481,1024.5695,1024.5658,193.633,200.181,208.50393,24.0617,24.0651,1533.7,1533.7,19.941,19.788,52155.0,2173.083,24.0659,24.0694,53.608562,53.607625,-0.0302,100.7579,2.2523,2.4283,0.4805,0.85556,41.545,2.0604,0.2641,39.76956,-70.88791
AE2426,010,18,2024-11-08 11:14:58+00:00,36.136,36.132,24.489,24.4854,1024.4999,1024.4962,193.765,199.739,208.58709,24.0425,24.0446,1533.35,1533.35,2.544,2.525,55185.0,2299.333,24.0431,24.0451,53.574123,53.57098,-0.0296,100.7425,2.2564,2.4273,0.4602,6.3848,47.068,13.572,0.2107,39.76941,-70.88813
AE2426,010,19,2024-11-08 11:15:05+00:00,36.1363,36.1327,24.4885,24.4849,1024.5005,1024.4968,193.686,199.605,208.57741,24.0451,24.0482,1533.36,1533.36,2.819,2.797,55364.0,2306.792,24.0457,24.0488,53.577435,53.575956,-0.0271,100.6798,2.2557,2.426,0.4853,6.4603,46.737,13.829,0.2917,39.7694,-70.88813
AE2426,010,20,2024-11-08 11:15:13+00:00,36.1368,36.1326,24.488,24.4838,1024.5005,1024.4963,193.875,199.767,208.56634,24.048,24.0513,1533.37,1533.37,2.939,2.916,55552.0,2314.625,24.0487,24.052,53.5813,53.579303,-0.0264,100.6622,2.2575,2.4276,0.5086,6.1892,47.134,13.132,0.283,39.7694,-70.88814
AE2426,010,21,2024-11-08 11:15:21+00:00,36.1364,36.1325,24.4891,24.4847,1024.5002,1024.4959,193.451,200.289,208.58315,24.0435,24.0481,1533.35,1533.36,2.628,2.608,55740.0,2322.458,24.044,24.0487,53.575712,53.575555,-0.029,100.7276,2.2536,2.4326,0.5701,6.6946,47.002,14.261,0.2495,39.76938,-70.88816
AE2426,010,22,2024-11-08 11:15:30+00:00,36.1358,36.1324,24.4884,24.485,1024.5005,1024.4971,193.325,200.05,208.58113,24.0442,24.0467,1533.35,1533.36,2.847,2.826,55958.0,2331.542,24.0448,24.0473,53.575858,53.574003,-0.0303,100.7606,2.2524,2.4303,0.5599,5.6325,47.333,11.906,0.2479,39.76938,-70.88818
AE2426,010,23,2024-11-08 11:15:38+00:00,36.136,36.1322,24.4886,24.4852,1024.5001,1024.4968,193.54,199.545,208.58124,24.0442,24.0457,1533.35,1533.35,2.721,2.7,56154.0,2339.708,24.0447,24.0463,53.575967,53.572565,-0.0283,100.7106,2.2544,2.4254,0.5197,5.5083,48.094,11.457,0.246,39.76937,-70.8882
AE2426,010,24,2024-11-08 11:15:46+00:00,36.1359,36.1321,24.489,24.4844,1024.5015,1024.4969,193.928,199.918,208.5875,24.0424,24.0483,1533.35,1533.36,2.951,2.929,56344.0,2347.625,24.043,24.049,53.574029,53.575469,-0.0269,100.6766,2.2578,2.4289,0.5628,5.6276,48.491,11.611,0.212,39.76935,-70.88822
AE2426,011,1,2024-11-08 18:05:52+00:00,34.9778,34.9753,27.5951,27.5932,1029.6576,1029.6557,213.493,221.709,303.40757,5.5227,5.522,1480.35,1480.34,449.66,445.733,21355.0,889.75,5.5607,5.56,34.149522,34.146672,-0.0798,102.0166,1.7219,1.8624,-0.0021,9.5674e-06,2031.0,4.7108e-07,1.1511,39.93517,-70.87363
AE2426,011,2,2024-11-08 18:06:02+00:00,34.9776,34.9752,27.595,27.5931,1029.6533,1029.6514,213.553,221.685,303.41292,5.5221,5.5226,1480.33,1480.33,448.744,444.826,21609.0,900.333,5.56,5.5605,34.148315,34.146672,-0.0796,102.0097,1.7224,1.8624,0.0029,1.0251e-05,2037.8,5.0296e-07,1.1436,39.93513,-70.87351
AE2426,011,3,2024-11-08 18:10:52+00:00,35.1324,35.1286,27.3333,27.3329,1028.7492,1028.7488,152.472,158.177,284.5705,8.293,8.2763,1489.01,1488.94,312.797,310.168,28578.0,1190.708,8.3257,8.309,36.781227,36.762008,-0.063,101.5889,1.4528,1.5612,0.0036,6.1505e-06,2024.3,3.0438e-07,1.273,39.93371,-70.87126
AE2426,011,4,2024-11-08 18:14:42+00:00,35.7645,35.7614,26.8743,26.8723,1027.7897,1027.7877,134.21,139.154,253.57947,13.5417,13.5402,1506.41,1506.4,207.241,205.551,34074.0,1419.708,13.5713,13.5698,42.423319,42.418613,-0.0912,102.305,1.4634,1.5696,-0.0037,4.7837e-06,2019.2,2.3688e-07,1.0628,39.93241,-70.86966
AE2426,011,5,2024-11-08 18:19:39+00:00,36.0508,36.055,26.2075,26.2074,1026.5149,1026.5147,171.474,177.147,234.56073,17.4701,17.484,1516.64,1516.69,70.648,70.095,41212.0,1717.125,17.4821,17.4959,46.624337,46.643451,-0.0761,101.9225,1.862,2.0019,0.1007,2.0781,2009.5,0.10341,0.5828,39.93067,-70.86781
AE2426,011,6,2024-11-08 18:21:15+00:00,35.6357,35.6217,25.6287,25.6236,1025.8603,1025.8552,172.234,177.524,230.66976,18.5217,18.4994,1518.94,1518.86,53.398,52.983,43517.0,1813.167,18.5311,18.5087,47.207161,47.167695,-0.0601,101.5149,1.8956,2.0347,0.2591,5.8638,1998.1,0.29347,0.5212,39.93008,-70.86716
AE2426,011,7,2024-11-08 18:21:23+00:00,35.7859,35.7652,25.7183,25.7054,1025.952,1025.9391,171.809,177.726,230.00817,18.6225,18.6106,1519.4,1519.35,53.924,53.504,43703.0,1820.917,18.632,18.6201,47.488214,47.451489,-0.0614,101.5469,1.8962,2.0408,0.2166,5.5214,2001.6,0.27585,0.4905,39.93004,-70.86712
AE2426,011,8,2024-11-08 18:21:30+00:00,35.6759,35.678,25.6603,25.6604,1025.8931,1025.8932,171.09,177.408,230.62123,18.5184,18.5244,1518.98,1519.0,53.677,53.259,43885.0,1828.5,18.5279,18.5338,47.251326,47.259966,-0.0568,101.4304,1.8866,2.034,0.2588,5.7133,2008.8,0.28442,0.4961,39.93,-70.86706
AE2426,011,9,2024-11-08 18:21:38+00:00,35.676,35.6429,25.6511,25.6295,1025.8837,1025.8621,171.522,177.289,230.46476,18.5552,18.5404,1519.08,1519.0,53.64,53.222,44080.0,1836.625,18.5646,18.5498,47.289038,47.234903,-0.0599,101.5091,1.8911,2.034,0.2482,5.7005,1999.1,0.28515,0.5171,39.92996,-70.86699
AE2426,011,10,2024-11-08 18:23:11+00:00,34.7659,34.7644,24.6045,24.602,1024.7378,1024.7353,212.046,219.732,226.18358,19.9191,19.9242,1521.52,1521.53,30.847,30.608,46301.0,1929.167,19.9247,19.9299,47.569756,47.573064,0.0172,99.57,2.2606,2.4441,0.9418,34.732,2002.1,1.7347,0.2908,39.92943,-70.86633
AE2426,011,11,2024-11-08 18:23:20+00:00,34.8035,34.7766,24.6077,24.602,1024.7419,1024.7363,211.617,219.128,225.73194,20.0158,19.9597,1521.83,1521.65,31.088,30.848,46512.0,1937.958,20.0215,19.9654,47.713437,47.623958,0.0176,99.5604,2.2607,2.4426,0.9276,33.168,1999.1,1.6592,0.3443,39.92938,-70.86625
AE2426,011,12,2024-11-08 18:23:28+00:00,34.7755,34.756,24.6084,24.6035,1024.743,1024.7382,212.199,219.885,226.11637,19.9319,19.8939,1521.57,1521.44,31.163,30.922,46703.0,1945.917,19.9376,19.8996,47.594597,47.532417,0.0173,99.5689,2.2624,2.4459,1.0255,32.228,1997.0,1.6138,0.3135,39.92934,-70.86621
AE2426,011,13,2024-11-08 18:23:38+00:00,34.8462,34.8306,24.6099,24.6062,1024.745,1024.7414,211.583,218.318,225.19932,20.1309,20.0997,1522.2,1522.1,31.309,31.067,46960.0,1956.625,20.1367,20.1055,47.882389,47.831794,0.0185,99.5381,2.2647,2.4401,0.894,32.241,1998.9,1.6129,0.33,39.92928,-70.86612
AE2426,011,14,2024-11-08 18:23:50+00:00,34.7603,34.747,24.6072,24.6016,1024.7426,1024.7369,212.331,220.194,226.30109,19.8924,19.8752,1521.45,1521.38,31.328,31.086,47248.0,1968.625,19.8981,19.8809,47.536186,47.502641,0.0154,99.6157,2.2619,2.447,0.9283,32.046,1999.9,1.6024,0.3213,39.92921,-70.86604
AE2426,011,15,2024-11-08 18:23:58+00:00,34.7526,34.7408,24.6055,24.6015,1024.7416,1024.7376,212.369,219.652,226.37741,19.8765,19.8575,1521.4,1521.33,31.493,31.25,47426.0,1976.042,19.8823,19.8633,47.510965,47.477364,0.0181,99.5487,2.2616,2.4415,0.9412,31.32,1984.8,1.578,0.2378,39.92916,-70.86599
AE2426,011,16,2024-11-08 18:25:44+00:00,34.803,34.7806,24.5147,24.5061,1024.5776,1024.569,213.379,221.293,224.32949,20.3651,20.3336,1522.51,1522.4,14.581,14.469,49968.0,2081.958,20.3679,20.3363,48.056234,47.996847,0.0494,98.7721,2.2907,2.4785,0.7036,175.53,1982.8,8.8526,0.3128,39.92857,-70.86507
AE2426,011,17,2024-11-08 18:25:52+00:00,34.7032,34.6958,24.4963,24.491,1024.5573,1024.552,214.767,222.141,225.35733,20.148,20.1467,1521.8,1521.78,14.124,14.015,50162.0,2090.042,20.1506,20.1493,47.713812,47.70339,0.0489,98.7853,2.2939,2.4769,0.6603,180.49,1998.0,9.0347,0.2774,39.92852,-70.86501
AE2426,011,18,2024-11-08 18:26:00+00:00,34.6782,34.6941,24.4888,24.4887,1024.5507,1024.5506,214.739,222.935,225.57246,20.1043,20.1505,1521.65,1521.8,14.335,14.225,50348.0,2097.792,20.1069,20.1531,47.639235,47.705275,0.0478,98.8114,2.2918,2.4819,0.6586,171.66,1990.0,8.6271,0.2862,39.92848,-70.86492
AE2426,011,19,2024-11-08 18:26:09+00:00,34.4496,34.5284,24.448,24.455,1024.5103,1024.5172,217.388,225.968,228.01515,19.594,19.7979,1519.97,1520.63,14.389,14.278,50570.0,2107.042,19.5966,19.8006,46.848247,47.148141,0.0492,98.7773,2.2937,2.4868,0.6193,164.65,1985.3,8.2934,0.2703,39.92843,-70.86486
AE2426,011,20,2024-11-08 18:27:26+00:00,34.0848,34.0796,24.3759,24.3725,1024.3882,1024.3849,222.765,230.796,231.9921,18.7861,18.7836,1517.08,1517.06,2.848,2.826,52421.0,2184.167,18.7866,18.7841,45.600103,45.591479,0.0589,98.5385,2.3079,2.4965,0.3808,351.46,2001.2,17.563,0.3071,39.92804,-70.86436
AE2426,011,21,2024-11-08 18:27:33+00:00,34.0743,34.0833,24.3733,24.3732,1024.3871,1024.387,222.798,230.814,232.10112,18.7644,18.7922,1517.01,1517.1,3.169,3.145,52596.0,2191.458,18.765,18.7927,45.566399,45.604499,0.0683,98.3055,2.3072,2.4956,0.3821,874.53,1990.0,43.944,0.3299,39.92801,-70.8643
AE2426,011,22,2024-11-08 18:27:41+00:00,34.0671,34.0639,24.372,24.3691,1024.3839,1024.381,223.397,231.03,232.18464,18.7476,18.7496,1516.94,1516.95,2.733,2.712,52778.0,2199.042,18.7481,18.7501,45.541014,45.53914,0.0636,98.423,2.3115,2.4968,0.3727,1110.9,1996.5,55.627,0.3148,39.92797,-70.86426
AE2426,011,23,2024-11-08 18:27:48+00:00,34.0661,34.0613,24.3705,24.3682,1024.3835,1024.3812,223.014,230.873,232.1737,18.7505,18.7454,1516.95,1516.93,2.997,2.973,52960.0,2206.625,18.751,18.7459,45.54275,45.532035,0.0645,98.4018,2.3084,2.4955,0.3865,883.49,1986.8,44.471,0.3131,39.92794,-70.86421
