cruise,cast,niskin,date,sigma_00,sigma_11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,sal00,sal00,sal11,density00,density11,prdm,t090c,t190c,c0s_m,c1s_m,sal00,sal00,sbeox0v,fleco_afl,turbwetntu0,spar,depsm,latitude,longitude
AR66B,1,1,2022-04-20 14:26:49+00:00,25.5361,25.5395,297.3276,277.944,7.2325,7.232,32.6495,32.6495,32.6537,1025.7235,1025.727,40.883,7.2362,7.2357,3.336652,3.337006,32.6495,32.6495,2.644,0.8321,3.2191,1.3421,40.561928531014985,41.03066666666667,-70.8825
AR66B,1,2,2022-04-20 14:27:00+00:00,25.5363,25.5398,297.32877,277.982,7.2322,7.2313,32.6496,32.6496,32.654,1025.7257,1025.7293,41.325,7.2359,7.2351,3.336666,3.336988,32.6496,32.6496,2.6446,0.8987,3.0293,1.3418,41.00041338696836,41.03066666666667,-70.8825
AR66B,1,3,2022-04-20 14:28:50+00:00,25.4878,25.4912,296.89704,279.43,7.3112,7.3107,32.6017,32.6017,32.6059,1025.6268,1025.6302,30.333,7.3139,7.3134,3.338556,3.338902,32.6017,32.6017,2.6623,0.8411,1.501,1.3494,30.095551894734914,41.03066666666667,-70.8825
AR66B,1,4,2022-04-20 14:28:58+00:00,25.4886,25.4921,296.90505,279.496,7.3097,7.3089,32.6025,32.6025,32.6068,1025.6288,1025.6322,30.575,7.3125,7.3117,3.338515,3.338835,32.6025,32.6025,2.6627,0.7183,1.4198,1.35,30.33563970806501,41.03066666666667,-70.8825
AR66B,1,5,2022-04-20 14:29:06+00:00,25.4871,25.4906,296.89001,279.696,7.3124,7.3116,32.601,32.601,32.6054,1025.626,1025.6295,30.297,7.3152,7.3144,3.338599,3.33893,32.601,32.601,2.6631,0.6805,1.4086,1.3481,30.059836328187593,41.03066666666667,-70.8825
AR66B,1,6,2022-04-20 14:30:59+00:00,25.458,25.4615,296.51629,281.523,7.3761,7.3752,32.5751,32.5751,32.5794,1025.5508,1025.5543,20.249,7.3779,7.377,3.341228,3.341548,32.5751,32.5751,2.6836,0.7427,1.4318,1.3484,20.090981164178533,41.03066666666667,-70.8825
AR66B,1,7,2022-04-20 14:31:08+00:00,25.4582,25.4618,296.51901,281.432,7.3756,7.375,32.5753,32.5753,32.5797,1025.5503,1025.5539,20.1,7.3775,7.3768,3.341202,3.341549,32.5753,32.5753,2.6836,0.7696,1.478,1.3493,19.94315113417633,41.03066666666667,-70.8825
AR66B,1,8,2022-04-20 14:33:26+00:00,25.4544,25.4574,296.44934,281.814,7.3882,7.3881,32.5727,32.5727,32.5765,1025.468,1025.4709,2.951,7.3885,7.3884,3.341174,3.341507,32.5727,32.5727,2.691,0.4977,1.4059,1.3443,2.9280938756507657,41.03066666666667,-70.8825
AR66B,1,9,2022-04-20 14:33:33+00:00,25.4542,25.4578,296.44751,281.402,7.3885,7.3882,32.5725,32.5725,32.577,1025.47,1025.4736,3.444,7.3888,7.3885,3.341205,3.341592,32.5725,32.5725,2.6905,0.4472,1.4568,1.3455,3.4172630457265205,41.03066666666667,-70.8825
AR66B,1,10,2022-04-20 14:33:41+00:00,25.4544,25.458,296.43982,281.94,7.3895,7.3888,32.5729,32.5729,32.5773,1025.4734,1025.477,4.145,7.3898,7.3892,3.341359,3.341711,32.5729,32.5729,2.6921,0.4119,1.5085,1.345,4.112813948522176,41.03066666666667,-70.8825
AR66B,1,11,2022-04-20 14:33:50+00:00,25.4544,25.4579,296.4337,281.461,7.3904,7.3895,32.5731,32.5731,32.5773,1025.4705,1025.4739,3.51,7.3907,7.3898,3.341419,3.341739,32.5731,32.5731,2.6921,0.4387,1.4198,1.3471,3.482750107486618,41.03066666666667,-70.8825
AR66B,1,12,2022-04-20 14:33:57+00:00,25.4536,25.4573,296.42677,281.957,7.3917,7.3903,32.5723,32.5723,32.5768,1025.4663,1025.4701,2.778,7.392,7.3906,3.341424,3.341723,32.5723,32.5723,2.6924,0.4023,1.4921,1.3506,2.7564378855124843,41.03066666666667,-70.8825
AR66B,1,13,2022-04-20 14:34:04+00:00,25.454,25.4571,296.42804,282.112,7.3914,7.3907,32.5727,32.5727,32.5766,1025.4661,1025.4693,2.656,7.3916,7.391,3.341429,3.34173,32.5727,32.5727,2.6949,0.428,1.4553,1.3461,2.635385597751287,41.03066666666667,-70.8825
AR66B,1,14,2022-04-20 14:34:10+00:00,25.4533,25.4569,296.42331,282.407,7.3922,7.3913,32.572,32.572,32.5764,1025.4719,1025.4754,4.05,7.3926,7.3917,3.341504,3.341836,32.572,32.572,2.6958,0.4067,1.4428,1.344,4.018552552465553,41.03066666666667,-70.8825
AR66B,2,1,2022-04-20 17:14:02+00:00,25.7384,25.7422,300.71303,292.676,6.6924,6.6914,32.8148,32.8148,32.8194,1025.9706,1025.9744,50.538,6.6968,6.6958,3.305256,3.305584,32.8148,32.8148,2.7268,1.5478,0.295,1.3278,50.140698271528684,40.863,-70.88316666666667
AR66B,2,2,2022-04-20 17:14:13+00:00,25.7386,25.7421,300.71231,292.388,6.6924,6.6913,32.8151,32.8151,32.8193,1025.9734,1025.9769,51.082,6.6968,6.6957,3.305309,3.305599,32.8151,32.8151,2.7258,1.6174,0.3457,1.3279,50.680354821498725,40.863,-70.88316666666667
AR66B,2,3,2022-04-20 17:16:34+00:00,25.7369,25.7406,300.6449,293.351,6.7035,6.7019,32.8147,32.8147,32.8191,1025.8993,1025.903,35.344,6.7066,6.705,3.305433,3.305695,32.8147,32.8147,2.7377,1.9532,0.3437,1.3246,35.067436644719955,40.863,-70.88316666666667
AR66B,2,4,2022-04-20 17:16:40+00:00,25.7369,25.7404,300.6456,293.296,6.7035,6.7027,32.8148,32.8148,32.8191,1025.895,1025.8985,34.394,6.7064,6.7057,3.305386,3.305714,32.8148,32.8148,2.7368,1.8539,0.3315,1.3267,34.124948899031104,40.863,-70.88316666666667
AR66B,2,5,2022-04-20 17:16:48+00:00,25.7367,25.74,300.64197,293.27,6.704,6.7036,32.8145,32.8145,32.8186,1025.8955,1025.8988,34.552,6.707,6.7066,3.305423,3.305758,32.8145,32.8145,2.7367,1.69,0.3021,1.3271,34.28169979343335,40.863,-70.88316666666667
AR66B,2,6,2022-04-20 17:17:12+00:00,25.7367,25.7402,300.64262,293.259,6.7039,6.703,32.8146,32.8145,32.8188,1025.8959,1025.8994,34.632,6.7069,6.706,3.305421,3.305727,32.8146,32.8145,2.7368,1.6683,0.2968,1.325,34.36106728911792,40.863,-70.88316666666667
AR66B,2,7,2022-04-20 17:20:29+00:00,25.7294,25.733,300.41775,294.372,6.7385,6.7372,32.811,32.811,32.8154,1025.8185,1025.8221,19.391,6.7401,6.7389,3.307316,3.307612,32.811,32.811,2.7513,1.8076,0.3295,1.3248,19.24001154177844,40.863,-70.88316666666667
AR66B,2,8,2022-04-20 17:20:36+00:00,25.7292,25.7328,300.41501,294.404,6.7388,6.7376,32.8109,32.8109,32.8151,1025.8212,1025.8248,20.015,6.7406,6.7394,3.307371,3.307656,32.8109,32.8109,2.7513,1.7775,0.3229,1.3237,19.859122700097274,40.863,-70.88316666666667
AR66B,2,9,2022-04-20 17:20:45+00:00,25.7212,25.725,300.08221,294.774,6.787,6.7804,32.8087,32.8087,32.8124,1025.8139,1025.8177,20.164,6.7888,6.7821,3.311382,3.311137,32.8087,32.8087,2.7558,1.7972,0.2961,1.3242,20.00695505537044,40.863,-70.88316666666667
AR66B,2,10,2022-04-20 17:22:05+00:00,25.7145,25.7177,299.77333,294.71,6.8329,6.8319,32.8078,32.8078,32.8118,1025.738,1025.7413,5.126,6.8333,6.8324,3.31452,3.314798,32.8078,32.8078,2.763,1.056,0.3045,1.3249,5.086262256658686,40.863,-70.88316666666667
AR66B,2,11,2022-04-20 17:22:12+00:00,25.7134,25.7166,299.70933,294.856,6.842,6.84,32.8081,32.8081,32.8117,1025.737,1025.7402,5.137,6.8424,6.8404,3.315333,3.315493,32.8081,32.8081,2.7653,0.8644,0.305,1.3245,5.0971768465267075,40.863,-70.88316666666667
AR66B,2,12,2022-04-20 17:22:19+00:00,25.7136,25.717,299.71397,294.773,6.8413,6.8406,32.8081,32.8081,32.8123,1025.7367,1025.7401,5.029,6.8417,6.841,3.315276,3.315595,32.8081,32.8081,2.7659,0.8271,0.3088,1.3256,4.99001539351852,40.863,-70.88316666666667
AR66B,2,13,2022-04-20 17:22:26+00:00,25.7186,25.7213,299.93156,294.693,6.8098,6.8141,32.8092,32.8092,32.8134,1025.7433,1025.7461,5.391,6.8102,6.8146,3.312642,3.313407,32.8092,32.8092,2.7644,0.9472,0.3073,1.3258,5.349204486936314,40.863,-70.88316666666667
AR66B,2,14,2022-04-20 17:22:34+00:00,25.7169,25.72,299.85896,294.506,6.8203,6.822,32.8088,32.8088,32.813,1025.7388,1025.7419,4.77,6.8207,6.8224,3.313495,3.31402,32.8088,32.8088,2.7633,1.1602,0.3068,1.3243,4.733026124664914,40.863,-70.88316666666667
AR66B,2,15,2022-04-20 17:22:42+00:00,25.7149,25.7184,299.7651,294.459,6.8339,6.8312,32.8085,32.8085,32.8125,1025.7366,1025.7401,4.729,6.8343,6.8316,3.31465,3.31478,32.8085,32.8085,2.7636,1.0601,0.3175,1.3259,4.692344396131232,40.863,-70.88316666666667
AR66B,2,16,2022-04-20 17:22:50+00:00,25.7145,25.7176,299.74162,294.626,6.8372,6.836,32.8086,32.8086,32.8123,1025.7374,1025.7405,4.996,6.8376,6.8364,3.314957,3.315191,32.8086,32.8086,2.7637,1.0727,0.338,1.3245,4.957271605011862,40.863,-70.88316666666667
AR66B,3,1,2022-04-20 19:26:44+00:00,25.8648,25.8685,298.36473,277.118,6.9639,6.9625,33.0209,33.0209,33.0253,1026.1439,1026.1475,60.85,6.9694,6.9679,3.348299,3.348569,33.0209,33.0209,2.6241,1.1777,0.3029,1.2399,60.37103882223365,40.696666666666665,-70.88233333333334
AR66B,3,2,2022-04-20 19:26:52+00:00,25.864,25.8681,298.33302,276.751,6.9686,6.9656,33.0207,33.0207,33.0253,1026.1421,1026.1461,60.629,6.974,6.971,3.348675,3.348837,33.0207,33.0207,2.6227,1.0292,0.2942,1.2152,60.151810567638584,40.696666666666665,-70.88233333333334
AR66B,3,3,2022-04-20 19:29:18+00:00,25.8,25.8036,295.72351,291.547,7.3541,7.3526,33.0062,33.0062,33.0104,1026.0278,1026.0313,49.745,7.3586,7.3572,3.380652,3.380914,33.0062,33.0062,2.759,1.9145,0.2411,1.0373,49.3547765671281,40.696666666666665,-70.88233333333334
AR66B,3,4,2022-04-20 19:29:29+00:00,25.7986,25.8031,295.6827,291.937,7.3603,7.3553,33.0055,33.0055,33.0104,1026.0265,1026.031,49.787,7.3649,7.3599,3.381135,3.381151,33.0055,33.0055,2.7617,1.4055,0.2425,1.2429,49.39644207058345,40.696666666666665,-70.88233333333334
AR66B,3,5,2022-04-20 19:31:33+00:00,25.7907,25.7942,295.73306,294.169,7.3575,7.3568,32.995,32.995,32.9993,1025.9516,1025.9551,35.125,7.3608,7.3601,3.379165,3.379502,32.995,32.995,2.7872,1.852,0.2446,0.56988,34.85069790839528,40.696666666666665,-70.88233333333334
AR66B,3,6,2022-04-20 19:31:42+00:00,25.7907,25.7942,295.7371,294.847,7.357,7.356,32.9948,32.9948,32.9992,1025.9511,1025.9547,35.047,7.3602,7.3593,3.379098,3.379416,32.9948,32.9948,2.7891,1.2972,0.2324,0.62969,34.7733136105639,40.696666666666665,-70.88233333333334
AR66B,3,7,2022-04-20 19:31:49+00:00,25.7909,25.7945,295.74119,294.81,7.3564,7.3559,32.995,32.995,32.9994,1025.9509,1025.9544,34.932,7.3596,7.3591,3.379052,3.37942,32.995,32.995,2.7885,1.7607,0.2411,1.0046,34.65922132321003,40.696666666666665,-70.88233333333334
AR66B,3,8,2022-04-20 19:33:56+00:00,25.7741,25.775,295.34979,297.944,7.4186,7.4281,32.9846,32.9846,32.9875,1025.8644,1025.8653,19.714,7.4204,7.43,3.382775,3.383883,32.9846,32.9846,2.8213,1.2312,0.2221,0.26184,19.56077814731595,40.696666666666665,-70.88233333333334
AR66B,3,9,2022-04-20 19:34:07+00:00,25.7753,25.7768,295.36914,297.898,7.4154,7.4238,32.9855,32.9855,32.989,1025.8645,1025.866,19.491,7.4173,7.4256,3.382573,3.383625,32.9855,32.9855,2.8194,1.3022,0.2338,0.40181,19.339521814479426,40.696666666666665,-70.88233333333334
AR66B,3,10,2022-04-20 19:34:14+00:00,25.7734,25.7764,295.32204,297.775,7.4227,7.426,32.9844,32.9844,32.9889,1025.8632,1025.8662,19.621,7.4245,7.4279,3.383117,3.383823,32.9844,32.9844,2.8187,1.5595,0.233,0.29356,19.46850535598098,40.696666666666665,-70.88233333333334
AR66B,3,11,2022-04-20 19:35:59+00:00,25.7565,25.7609,294.7001,296.952,7.5173,7.5108,32.9798,32.9798,32.9842,1025.7773,1025.7817,4.552,7.5177,7.5112,3.39023,3.390055,32.9798,32.9798,2.8239,0.5884,0.2401,0.33119,4.516786878967177,40.696666666666665,-70.88233333333334
AR66B,3,12,2022-04-20 19:36:05+00:00,25.7577,25.7612,294.73409,297.347,7.5121,7.5104,32.9804,32.9804,32.9845,1025.7799,1025.7834,4.854,7.5125,7.5108,3.389836,3.390072,32.9804,32.9804,2.8253,0.5462,0.2185,0.57467,4.816447155001443,40.696666666666665,-70.88233333333334
AR66B,3,13,2022-04-20 19:36:13+00:00,25.7559,25.76,294.67259,297.297,7.5213,7.518,32.9798,32.9798,32.9844,1025.7791,1025.7832,5.065,7.5218,7.5185,3.390609,3.390747,32.9798,32.9798,2.8241,0.4746,0.2316,0.45327,5.025812186678017,40.696666666666665,-70.88233333333334
AR66B,3,14,2022-04-20 19:36:20+00:00,25.7561,25.7598,294.67909,297.053,7.5204,7.5192,32.9799,32.9799,32.9843,1025.7768,1025.7804,4.51,7.5208,7.5197,3.390505,3.390813,32.9799,32.9799,2.8231,0.558,0.2408,0.40253,4.475112236268208,40.696666666666665,-70.88233333333334
AR66B,3,15,2022-04-20 19:36:27+00:00,25.7562,25.7596,294.69137,297.074,7.5187,7.5175,32.9796,32.9796,32.9838,1025.7763,1025.7798,4.405,7.5191,7.518,3.390323,3.390615,32.9796,32.9796,2.8228,0.4812,0.2245,0.2276,4.3709255923714165,40.696666666666665,-70.88233333333334
AR66B,3,16,2022-04-20 19:36:35+00:00,25.7558,25.7595,294.66869,296.921,7.522,7.5185,32.9797,32.9797,32.9839,1025.7769,1025.7806,4.611,7.5224,7.519,3.390635,3.390715,32.9797,32.9797,2.8236,0.5391,0.2423,0.35601,4.5753298150830055,40.696666666666665,-70.88233333333334
AR66B,3,17,2022-04-20 19:36:42+00:00,25.7557,25.7593,294.66416,297.001,7.5227,7.5215,32.9797,32.9797,32.9842,1025.7758,1025.7795,4.4,7.5231,7.5219,3.390682,3.390995,32.9797,32.9797,2.8237,0.5075,0.2226,0.56652,4.365964322290671,40.696666666666665,-70.88233333333334
AR66B,3,18,2022-04-20 19:36:49+00:00,25.7561,25.7601,294.6851,297.224,7.5195,7.5156,32.9797,32.9797,32.9841,1025.7775,1025.7815,4.673,7.52,7.516,3.390422,3.390481,32.9797,32.9797,2.8247,0.5851,0.2339,0.17639,4.636849492606403,40.696666666666665,-70.88233333333334
AR66B,4,1,2022-04-20 22:05:29+00:00,25.996,25.9991,291.00707,257.838,7.9417,7.9413,33.362,33.362,33.3658,1026.3201,1026.3231,71.054,7.9486,7.9482,3.466926,3.467243,33.362,33.362,2.5289,0.2584,0.4243,0.13964,70.4941621847445,40.5125,-70.88216666666666
AR66B,4,2,2022-04-20 22:05:37+00:00,25.9954,25.9987,291.02238,257.886,7.9398,7.9323,33.3608,33.3608,33.3636,1026.3181,1026.3214,70.761,7.9467,7.9392,3.466629,3.466225,33.3608,33.3608,2.529,0.2589,0.4419,0.13575,70.20352058457419,40.5125,-70.88216666666666
AR66B,4,3,2022-04-20 22:07:49+00:00,25.9647,25.9677,292.10261,261.348,7.7989,7.7946,33.2957,33.2957,33.2987,1026.2408,1026.2439,60.509,7.8047,7.8005,3.447444,3.447351,33.2957,33.2957,2.5497,0.2896,0.3218,0.1359,60.03378071061932,40.5125,-70.88216666666666
AR66B,4,4,2022-04-20 22:07:55+00:00,25.9639,25.9673,292.11609,261.601,7.7973,7.7961,33.2944,33.2944,33.2985,1026.2394,1026.2429,60.364,7.8031,7.8019,3.447175,3.447451,33.2944,33.2944,2.5511,0.5656,0.3381,0.13752,59.88994054123506,40.5125,-70.88216666666666
AR66B,4,5,2022-04-20 22:09:50+00:00,25.887,25.8914,291.7007,275.389,7.8867,7.8851,33.213,33.213,33.2183,1026.1023,1026.1066,47.164,7.8913,7.8897,3.446838,3.447189,33.213,33.213,2.6635,0.6139,0.2332,0.13371,46.795101781618655,40.5125,-70.88216666666666
AR66B,4,6,2022-04-20 22:09:57+00:00,25.8805,25.8879,291.65126,276.115,7.8963,7.8903,33.2064,33.2064,33.2147,1026.0954,1026.1028,47.106,7.9008,7.8949,3.447065,3.447316,33.2064,33.2064,2.6688,0.607,0.2232,0.13339,46.737562005490794,40.5125,-70.88216666666666
AR66B,4,7,2022-04-20 22:11:51+00:00,25.8115,25.8154,291.16821,290.401,7.9924,7.991,33.1364,33.1364,33.1411,1025.972,1025.9759,35.177,7.9958,7.9944,3.448425,3.448745,33.1364,33.1364,2.7929,1.5373,0.2462,0.13219,34.902873584708345,40.5125,-70.88216666666666
AR66B,4,8,2022-04-20 22:12:00+00:00,25.811,25.8147,291.17076,290.496,7.9922,7.9912,33.1357,33.1357,33.1402,1025.9723,1025.9761,35.369,7.9957,7.9946,3.448353,3.448689,33.1357,33.1357,2.7939,1.5258,0.2231,0.1376,35.093361036509066,40.5125,-70.88216666666666
AR66B,4,9,2022-04-20 22:12:08+00:00,25.8105,25.8141,291.166,290.622,7.9931,7.9924,33.1352,33.1352,33.1397,1025.9731,1025.9767,35.631,7.9965,7.9959,3.4484,3.448764,33.1352,33.1352,2.7951,1.4414,0.2359,0.14049,35.35329675241244,40.5125,-70.88216666666666
AR66B,4,10,2022-04-20 22:14:30+00:00,25.7918,25.7966,291.00475,296.846,8.0246,8.0195,33.1172,33.1172,33.1224,1025.8869,1025.8917,20.849,8.0266,8.0216,3.448735,3.448769,33.1172,33.1172,2.8435,1.7585,0.233,0.14112,20.687247144030728,40.5125,-70.88216666666666
AR66B,4,11,2022-04-20 22:14:38+00:00,25.7931,25.7975,291.0437,297.197,8.0185,8.0159,33.1178,33.1178,33.1229,1025.8879,1025.8922,20.765,8.0205,8.0179,3.448248,3.448491,33.1178,33.1178,2.8529,1.8394,0.2384,0.13887,20.603903038519995,40.5125,-70.88216666666666
AR66B,4,12,2022-04-20 22:16:51+00:00,25.7856,25.7888,290.8176,299.836,8.0552,8.0553,33.1151,33.1151,33.1192,1025.8041,1025.8073,4.041,8.0556,8.0557,3.450369,3.450766,33.1151,33.1151,2.8782,2.0395,0.2435,0.42174,4.009812157204993,40.5125,-70.88216666666666
AR66B,4,13,2022-04-20 22:16:58+00:00,25.7853,25.7885,290.80536,299.741,8.0571,8.0575,33.115,33.115,33.1192,1025.804,1025.8073,4.103,8.0575,8.0579,3.450531,3.450966,33.115,33.115,2.8786,1.8427,0.2291,0.47871,4.071333038031533,40.5125,-70.88216666666666
AR66B,4,14,2022-04-20 22:17:07+00:00,25.7849,25.7886,290.78722,299.975,8.0598,8.0577,33.1151,33.115,33.1193,1025.8025,1025.8062,3.865,8.0602,8.0581,3.450766,3.450983,33.1151,33.115,2.8802,1.8465,0.2491,0.70903,3.83517213661898,40.5125,-70.88216666666666
AR66B,4,15,2022-04-20 22:17:15+00:00,25.7845,25.7883,290.77007,300.199,8.0624,8.0602,33.1151,33.1151,33.1194,1025.8027,1025.8064,3.979,8.0628,8.0606,3.451003,3.451219,33.1151,33.1151,2.8807,2.15,0.2525,0.70115,3.9482912578742035,40.5125,-70.88216666666666
AR66B,4,16,2022-04-20 22:17:31+00:00,25.785,25.7885,290.79347,299.702,8.0589,8.0587,33.115,33.115,33.1194,1025.8038,1025.8073,4.127,8.0593,8.0591,3.450691,3.451087,33.115,33.115,2.8786,1.6328,0.2367,0.14938,4.095147567577198,40.5125,-70.88216666666666
AR66B,5,1,2022-04-21 01:08:31+00:00,26.3012,26.3042,275.05014,225.265,10.1997,10.2031,34.2103,34.2103,34.2149,1026.6955,1026.6985,87.575,10.2099,10.2133,3.755156,3.755926,34.2103,34.2103,2.3767,0.1057,0.5137,0.0063791,86.88269577500407,40.36333333333334,-70.886
AR66B,6,1,2022-04-21 15:16:31+00:00,27.5264,27.531,294.60775,180.664,6.8208,6.818,35.1049,35.1049,35.1103,1029.5517,1029.5563,444.697,6.8628,6.86,3.545447,3.545672,35.1049,35.1049,1.8378,-0.0193,0.1601,1.2953,440.8182152063945,39.93983333333333,-70.8815
AR66B,6,2,2022-04-21 15:16:49+00:00,27.5263,27.531,294.60638,180.413,6.821,6.8183,35.1049,35.1049,35.1103,1029.5526,1029.5572,444.921,6.863,6.8603,3.545473,3.545708,35.1049,35.1049,1.8379,-0.0039,0.1495,1.2953,441.0400235645152,39.93983333333333,-70.8815
AR66B,6,3,2022-04-21 15:17:14+00:00,27.5261,27.5303,294.5884,180.605,6.8236,6.8225,35.105,35.105,35.1102,1029.5495,1029.5537,444.288,6.8656,6.8645,3.545697,3.546064,35.105,35.105,1.8379,0.0045,0.1439,1.2935,440.41321629446463,39.93983333333333,-70.8815
AR66B,6,4,2022-04-21 15:23:52+00:00,27.1021,27.1079,269.43423,129.395,10.7543,10.7448,35.3621,35.3621,35.3673,1028.2688,1028.2746,260.793,10.7863,10.7768,3.931466,3.931069,35.3621,35.3621,1.5804,-0.0061,0.0854,1.2425,258.63294743870057,39.93983333333333,-70.8815
AR66B,6,5,2022-04-21 15:24:07+00:00,27.1033,27.1086,269.47549,129.637,10.7472,10.7379,35.3619,35.3619,35.3666,1028.2704,1028.2758,260.911,10.7792,10.7699,3.930772,3.930342,35.3619,35.3619,1.5816,0.0004,0.0797,1.2528,258.74989634940397,39.93983333333333,-70.8815
AR66B,6,6,2022-04-21 15:24:21+00:00,27.1026,27.1076,269.43399,129.382,10.7542,10.7432,35.3626,35.3626,35.3665,1028.2685,1028.2736,260.656,10.7861,10.7752,3.931497,3.930835,35.3626,35.3626,1.5799,-0.013,0.0853,1.2602,258.4971676877296,39.93983333333333,-70.8815
AR66B,6,7,2022-04-21 15:27:45+00:00,26.7584,26.7612,251.22073,161.354,13.9958,14.0061,35.7377,35.7377,35.7442,1027.4703,1027.4731,161.403,14.0193,14.0296,4.281908,4.283621,35.7377,35.7377,1.9605,0.0613,0.0976,1.311,160.1046171926029,39.93983333333333,-70.8815
AR66B,6,8,2022-04-21 15:30:27+00:00,26.5607,26.5642,248.14509,192.522,14.6411,14.6365,35.6613,35.6613,35.6645,1027.0701,1027.0735,115.723,14.6584,14.6538,4.335249,4.335126,35.6613,35.6613,2.2747,0.1159,0.0905,1.3098,114.8047744899445,39.93983333333333,-70.8815
AR66B,6,9,2022-04-21 15:30:41+00:00,26.5609,26.5652,248.07569,191.624,14.6538,14.6537,35.6651,35.6651,35.6707,1027.0713,1027.0756,115.957,14.6711,14.671,4.336937,4.337528,35.6651,35.6651,2.266,0.1378,0.0956,1.3132,115.03685260140826,39.93983333333333,-70.8815
AR66B,6,10,2022-04-21 15:33:47+00:00,26.35,26.3541,246.95689,233.695,14.9509,14.9497,35.4762,35.4762,35.4811,1026.7062,1026.7103,80.983,14.9632,14.962,4.343864,4.344283,35.4762,35.4762,2.6704,1.07,0.1642,1.2957,80.34718505663156,39.93983333333333,-70.8815
