cruise,cast,niskin,date,sigma_00,sigma_11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,sal00,sal00,sal11,density00,density11,prdm,t090c,t190c,c0s_m,c1s_m,sal00,sal00,sbeox0v,fleco_afl,turbwetntu0,spar,depsm,latitude,longitude
AR66B,15,1,2022-04-23 15:18:08+00:00,26.7319,26.7353,253.47611,192.066,13.606,13.6054,35.5978,35.5978,35.6019,1027.3734,1027.3768,145.144,13.6267,13.6261,4.227344,4.227731,35.5978,35.5978,2.2258,0.012,0.2683,1.4167,143.98000261524294,40.098166666666664,-70.88466666666666
AR66B,15,2,2022-04-23 15:18:17+00:00,26.7316,26.7349,253.47064,191.602,13.6072,13.6068,35.5976,35.5976,35.6018,1027.3717,1027.3751,144.838,13.6278,13.6274,4.227426,4.227836,35.5976,35.5976,2.2235,0.0021,0.2886,1.41,143.67656300397897,40.098166666666664,-70.88466666666666
AR66B,15,3,2022-04-23 15:18:26+00:00,26.7319,26.7365,253.47467,191.765,13.6063,13.6024,35.5978,35.5978,35.6027,1027.3728,1027.3773,144.994,13.6269,13.6231,4.227372,4.227502,35.5978,35.5978,2.2236,0.0114,0.2952,1.4185,143.8312577638521,40.098166666666664,-70.88466666666666
AR66B,15,4,2022-04-23 15:21:05+00:00,26.6242,26.6274,254.39515,225.066,13.4927,13.4926,35.4282,35.4283,35.4323,1027.071,1027.0742,100.961,13.507,13.5069,4.195591,4.196014,35.4282,35.4283,2.5242,0.0495,0.1086,1.4034,100.16204529164087,40.098166666666664,-70.88466666666666
AR66B,15,5,2022-04-23 15:21:15+00:00,26.6241,26.6274,254.39349,225.241,13.493,13.4923,35.4282,35.4282,35.4323,1027.0712,1027.0745,101.028,13.5073,13.5066,4.195626,4.195986,35.4282,35.4282,2.5249,0.064,0.11,1.4056,100.22849882478563,40.098166666666664,-70.88466666666666
AR66B,15,6,2022-04-23 15:21:24+00:00,26.6237,26.627,254.38972,225.272,13.4939,13.4932,35.4279,35.4279,35.432,1027.0689,1027.0722,100.606,13.5081,13.5074,4.195655,4.196018,35.4279,35.4279,2.5254,0.0451,0.1104,1.4075,99.80994039078121,40.098166666666664,-70.88466666666666
AR66B,15,7,2022-04-23 15:23:58+00:00,26.4007,26.4021,264.70425,237.59,11.8235,11.796,34.7143,34.7143,34.7094,1026.7383,1026.7397,75.6,11.8332,11.8057,3.958085,3.954958,34.7143,34.7143,2.5602,0.3042,0.184,1.4537,75.00634702884915,40.098166666666664,-70.88466666666666
AR66B,15,8,2022-04-23 15:26:18+00:00,26.2212,26.2256,279.90333,241.386,9.4881,9.4898,33.9551,33.9551,33.961,1026.4934,1026.4977,60.194,9.4947,9.4964,3.662916,3.66365,33.9551,33.9551,2.4812,0.231,0.2098,1.3728,59.72355288224156,40.098166666666664,-70.88466666666666
AR66B,15,9,2022-04-23 15:26:30+00:00,26.2236,26.2274,279.84139,241.336,9.4966,9.4953,33.9598,33.9598,33.9645,1026.4962,1026.5001,60.304,9.5032,9.502,3.664162,3.664506,33.9598,33.9598,2.4813,0.2781,0.1917,1.3905,59.8326772258132,40.098166666666664,-70.88466666666666
AR66B,15,10,2022-04-23 15:29:11+00:00,25.752,25.7555,288.73607,293.442,8.3642,8.3631,33.1306,33.1306,33.1349,1025.9129,1025.9165,35.34,8.3677,8.3666,3.480954,3.481264,33.1306,33.1306,2.8364,2.3207,0.2733,1.4859,35.06591213439873,40.098166666666664,-70.88466666666666
AR66B,15,11,2022-04-23 15:29:21+00:00,25.7522,25.7553,288.76143,293.402,8.3604,8.3597,33.1302,33.1302,33.134,1025.9135,1025.9166,35.415,8.364,8.3632,3.480587,3.480877,33.1302,33.1302,2.8361,2.6425,0.2751,1.4823,35.14032406424971,40.098166666666664,-70.88466666666666
AR66B,15,12,2022-04-23 15:29:31+00:00,25.7519,25.7555,288.73556,292.797,8.3643,8.364,33.1305,33.1305,33.135,1025.9131,1025.9167,35.399,8.3678,8.3675,3.48096,3.481355,33.1305,33.1305,2.8344,2.2361,0.2645,1.4761,35.12444952148495,40.098166666666664,-70.88466666666666
AR66B,15,13,2022-04-23 15:29:42+00:00,25.7521,25.7554,288.73384,293.209,8.3645,8.3637,33.1308,33.1308,33.1349,1025.9126,1025.9159,35.238,8.368,8.3672,3.480998,3.481313,33.1308,33.1308,2.8355,2.142,0.2602,1.4836,34.96471186638531,40.098166666666664,-70.88466666666666
AR66B,15,14,2022-04-23 15:33:02+00:00,25.7435,25.747,289.06946,297.571,8.3204,8.3179,33.1115,33.1115,33.1154,1025.8494,1025.8529,23.234,8.3228,8.3202,3.474614,3.474763,33.1115,33.1115,2.8776,2.9542,0.2981,1.4392,23.05447983796507,40.098166666666664,-70.88466666666666
AR66B,15,15,2022-04-23 15:33:24+00:00,25.7424,25.7457,289.3672,301.659,8.278,8.2773,33.1019,33.1019,33.106,1025.8487,1025.852,23.323,8.2803,8.2796,3.469937,3.47027,33.1019,33.1019,2.9006,3.3768,0.3153,1.4526,23.14278717463907,40.098166666666664,-70.88466666666666
AR66B,15,16,2022-04-23 15:35:29+00:00,25.598,25.6019,284.41487,313.092,9.0583,9.0522,33.0701,33.0701,33.0739,1025.6312,1025.6351,7.32,9.0591,9.0529,3.53565,3.535462,33.0701,33.0701,3.0417,1.5253,0.4246,1.436,7.263721523173223,40.098166666666664,-70.88466666666666
AR66B,15,17,2022-04-23 15:35:39+00:00,25.5968,25.6005,284.28727,312.982,9.0777,9.0672,33.0724,33.0725,33.0752,1025.6296,1025.6333,7.224,9.0784,9.068,3.537603,3.536931,33.0724,33.0725,3.0413,1.4263,0.3976,1.4302,7.168461270779171,40.098166666666664,-70.88466666666666
AR66B,15,18,2022-04-23 15:35:48+00:00,25.5968,25.5998,284.32736,313.335,9.0717,9.0811,33.0714,33.0714,33.077,1025.6284,1025.6314,6.947,9.0725,9.0819,3.536952,3.538339,33.0714,33.0714,3.043,1.4622,0.383,1.4363,6.893595502180105,40.098166666666664,-70.88466666666666
AR66B,15,19,2022-04-23 15:37:09+00:00,25.5543,25.557,282.59687,310.727,9.3462,9.3496,33.0727,33.0727,33.0768,1025.574,1025.5766,4.337,9.3466,9.3501,3.561518,3.562226,33.0727,33.0727,3.0417,0.7581,0.3524,1.4268,4.303686911403065,40.098166666666664,-70.88466666666666
AR66B,15,20,2022-04-23 15:37:18+00:00,25.5534,25.5567,282.56119,311.234,9.3518,9.3484,33.0727,33.0728,33.0763,1025.5727,1025.576,4.256,9.3523,9.3489,3.562028,3.562064,33.0727,33.0728,3.0444,0.7348,0.3595,1.4464,4.223309913258551,40.098166666666664,-70.88466666666666
AR66B,15,21,2022-04-23 15:37:26+00:00,25.5525,25.5569,282.51817,311.159,9.3586,9.3506,33.073,33.073,33.0769,1025.5714,1025.5757,4.15,9.3591,9.3511,3.562657,3.562316,33.073,33.073,3.0423,0.7024,0.3581,1.4366,4.118125151926164,40.098166666666664,-70.88466666666666
AR66B,15,22,2022-04-23 15:37:34+00:00,25.5504,25.5564,282.4562,310.623,9.3687,9.3602,33.0724,33.0724,33.0783,1025.57,1025.576,4.32,9.3692,9.3607,3.563507,3.563314,33.0724,33.0724,3.0419,0.6791,0.3621,1.438,4.286817667497699,40.098166666666664,-70.88466666666666
AR66B,15,23,2022-04-23 15:37:42+00:00,25.5543,25.5547,282.58382,311.294,9.3481,9.364,33.0731,33.0731,33.0768,1025.5734,1025.5738,4.22,9.3486,9.3645,3.561727,3.563513,33.0731,33.0731,3.044,0.6857,0.3763,1.4368,4.187586792833904,40.098166666666664,-70.88466666666666
AR66B,15,24,2022-04-23 15:37:50+00:00,25.5536,25.5559,282.55652,311.396,9.3525,9.3591,33.0731,33.0731,33.0774,1025.5732,1025.5754,4.314,9.3529,9.3596,3.562122,3.56313,33.0731,33.0731,3.0451,0.7134,0.349,1.4294,4.2808638163754065,40.098166666666664,-70.88466666666666
AR66B,16,1,2022-04-23 22:03:12+00:00,25.7773,25.7808,290.13919,289.381,8.1537,8.1531,33.123,33.123,33.1274,1025.8828,1025.8863,23.127,8.156,8.1554,3.460865,3.461223,33.123,33.123,2.7976,1.6933,0.2584,0.11844,22.947758474700077,40.3635,-70.88233333333334
AR66B,16,2,2022-04-23 22:05:20+00:00,25.4975,25.5009,277.70662,300.979,10.1107,10.1088,33.1609,33.1609,33.1649,1025.511,1025.5144,2.99,10.111,10.1091,3.638909,3.639131,33.1609,33.1609,3.007,2.0927,0.3295,0.12452,2.966971460226413,40.3635,-70.88233333333334
AR66B,17,1,2022-04-24 00:05:45+00:00,25.811,25.814,290.35573,289.763,8.1096,8.1095,33.1576,33.1576,33.1614,1025.9252,1025.9282,25.039,8.1121,8.112,3.460302,3.460652,33.1576,33.1576,2.7965,1.4003,0.2591,0.006105,24.844827699562742,40.36216666666667,-70.77466666666666
AR66B,17,2,2022-04-24 00:05:57+00:00,25.8109,25.8139,290.35501,290.079,8.1098,8.1097,33.1575,33.1575,33.1613,1025.9249,1025.9279,24.998,8.1122,8.1122,3.460301,3.460655,33.1575,33.1575,2.7987,1.7509,0.2344,0.0060552,24.804148112135984,40.36216666666667,-70.77466666666666
AR66B,17,3,2022-04-24 00:07:46+00:00,25.6121,25.6153,282.69854,308.683,9.3087,9.3046,33.1389,33.1389,33.1422,1025.6273,1025.6305,3.347,9.3091,9.3049,3.564518,3.564462,33.1389,33.1389,3.0225,2.2769,0.3469,0.0062047,3.32121942590207,40.36216666666667,-70.77466666666666
AR66B,17,4,2022-04-24 00:07:55+00:00,25.611,25.6145,282.63452,308.469,9.3187,9.3166,33.1395,33.1395,33.1436,1025.6255,1025.629,3.201,9.3191,9.3169,3.565469,3.565668,33.1395,33.1395,3.0246,2.2385,0.3204,0.0061548,3.176345129208821,40.36216666666667,-70.77466666666666
AR66B,18,1,2022-04-24 01:39:52+00:00,25.794,25.7973,289.46289,286.55,8.2431,8.2417,33.1611,33.1611,33.1651,1025.9676,1025.9709,38.107,8.2468,8.2455,3.473193,3.473446,33.1611,33.1611,2.7736,1.3416,0.2738,0.0062545,37.810286013862004,40.36333333333334,-70.9925
AR66B,18,2,2022-04-24 01:42:13+00:00,25.677,25.6847,284.81112,304.363,8.9686,8.9517,33.1531,33.1531,33.1595,1025.7384,1025.7461,13.518,8.97,8.9531,3.535924,3.535028,33.1531,33.1531,2.9645,3.1888,0.3354,0.0062545,13.41354402365561,40.36333333333334,-70.9925
AR66B,19,1,2022-04-24 14:19:03+00:00,26.5804,26.5838,255.73441,195.823,13.2722,13.2716,35.3133,35.3133,35.3174,1027.1261,1027.1295,123.184,13.2894,13.2888,4.1631,4.163475,35.3133,35.3133,2.2473,0.2206,0.438,0.55418,122.20118159534844,40.2265,-70.88316666666667
AR66B,19,2,2022-04-24 14:19:25+00:00,26.5805,26.5838,255.73749,195.662,13.2716,13.2711,35.3132,35.3132,35.3173,1027.1275,1027.1308,123.491,13.2889,13.2883,4.163049,4.163433,35.3132,35.3132,2.2472,0.2093,0.4254,0.56081,122.50564116521163,40.2265,-70.88316666666667
AR66B,19,3,2022-04-24 14:19:36+00:00,26.5805,26.5839,255.7398,195.713,13.2712,13.271,35.3131,35.3131,35.3174,1027.1264,1027.1298,123.246,13.2885,13.2882,4.16299,4.163427,35.3131,35.3131,2.2481,0.1742,0.427,0.56507,122.26266858074527,40.2265,-70.88316666666667
AR66B,19,4,2022-04-24 14:21:54+00:00,26.5327,26.5355,258.60423,208.785,12.7982,12.7936,35.1282,35.1282,35.1307,1026.9293,1026.9322,89.299,12.8104,12.8057,4.095471,4.095276,35.1282,35.1282,2.3552,0.0306,0.202,0.78832,88.5938006445938,40.2265,-70.88316666666667
AR66B,19,5,2022-04-24 14:24:55+00:00,26.0519,26.0536,284.09488,263.26,8.926,8.9205,33.6234,33.6235,33.6245,1026.3034,1026.3051,55.431,8.9319,8.9264,3.579414,3.57902,33.6234,33.6235,2.6267,0.5133,0.1721,0.58981,54.99777103166027,40.2265,-70.88316666666667
AR66B,19,6,2022-04-24 14:25:08+00:00,26.0498,26.0553,284.11256,262.965,8.9242,8.9338,33.6204,33.6204,33.6293,1026.3031,1026.3086,55.836,8.9301,8.9396,3.578975,3.580699,33.6204,33.6204,2.6264,0.8,0.1837,0.57818,55.39955131837368,40.2265,-70.88316666666667
AR66B,19,7,2022-04-24 14:25:19+00:00,26.0475,26.0527,284.35271,262.918,8.8895,8.9147,33.6105,33.6106,33.6222,1026.3007,1026.3058,55.795,8.8954,8.9205,3.574889,3.578283,33.6105,33.6106,2.6232,0.7238,0.1991,0.57297,55.35887730052424,40.2265,-70.88316666666667
AR66B,19,8,2022-04-24 14:28:03+00:00,25.7468,25.75,291.2397,286.989,8.0069,8.0062,33.0567,33.0567,33.0606,1025.9071,1025.9102,35.115,8.0103,8.0096,3.442236,3.442542,33.0567,33.0567,2.7641,1.078,0.2228,0.67611,34.84226946292532,40.2265,-70.88316666666667
AR66B,19,9,2022-04-24 14:28:15+00:00,25.7464,25.75,291.24122,286.829,8.0068,8.0061,33.0561,33.0561,33.0605,1025.9072,1025.9108,35.237,8.0102,8.0095,3.442182,3.442539,33.0561,33.0561,2.7636,1.0777,0.2114,0.68431,34.96331157411119,40.2265,-70.88316666666667
AR66B,19,10,2022-04-24 14:30:09+00:00,25.7129,25.7162,291.30196,294.181,8.0119,8.0119,33.0143,33.0143,33.0186,1025.8282,1025.8315,25.266,8.0143,8.0144,3.438189,3.438596,33.0143,33.0143,2.8247,1.5398,0.2542,1.207,25.07036317394421,40.2265,-70.88316666666667
AR66B,19,11,2022-04-24 14:30:20+00:00,25.7125,25.7162,291.28681,294.282,8.0141,8.0122,33.0143,33.0143,33.0186,1025.8277,1025.8314,25.244,8.0166,8.0146,3.438392,3.438614,33.0143,33.0143,2.8238,1.8569,0.2931,1.3528,25.048534858100023,40.2265,-70.88316666666667
AR66B,19,12,2022-04-24 14:30:29+00:00,25.7119,25.7155,291.24288,294.758,8.0207,8.0176,33.0148,33.0148,33.0187,1025.8258,1025.8293,24.946,8.0231,8.02,3.438994,3.439092,33.0148,33.0148,2.8274,1.6514,0.2718,1.4696,24.75286016864248,40.2265,-70.88316666666667
AR66B,19,13,2022-04-24 14:30:44+00:00,25.712,25.7152,291.24069,294.895,8.0209,8.021,33.0149,33.0149,33.0189,1025.8285,1025.8316,25.523,8.0234,8.0234,3.439059,3.439441,33.0149,33.0149,2.8291,2.2366,0.3059,1.4811,25.325357418372356,40.2265,-70.88316666666667
AR66B,19,14,2022-04-24 14:33:02+00:00,25.6207,25.6229,287.79058,307.105,8.5533,8.5548,32.9995,32.9995,33.0026,1025.6985,1025.7008,17.109,8.555,8.5565,3.484382,3.484821,32.9995,32.9995,2.9609,3.9262,0.4037,1.5256,16.976859343695697,40.2265,-70.88316666666667
AR66B,19,15,2022-04-24 14:33:10+00:00,25.6248,25.623,288.04139,306.604,8.5153,8.5349,32.9974,32.9974,32.9989,1025.702,1025.7003,16.963,8.517,8.5366,3.480802,3.482692,32.9974,32.9974,2.9504,4.0635,0.3875,1.5295,16.83199292848657,40.2265,-70.88316666666667
AR66B,19,16,2022-04-24 14:35:44+00:00,25.5793,25.5802,286.14788,309.526,8.81,8.8218,32.9968,32.9968,33.0002,1025.6109,1025.6117,6.947,8.8108,8.8225,3.506438,3.507816,32.9968,32.9968,2.9962,1.2528,0.3634,1.0532,6.893515032781939,40.2265,-70.88316666666667
AR66B,19,17,2022-04-24 14:35:54+00:00,25.5689,25.5726,285.77951,309.189,8.8682,8.8643,32.995,32.995,32.9989,1025.6002,1025.6039,6.889,8.8689,8.865,3.511438,3.511472,32.995,32.995,2.9976,1.1177,0.3657,1.1503,6.835962536616634,40.2265,-70.88316666666667
AR66B,19,18,2022-04-24 14:36:08+00:00,25.5718,25.5743,285.86214,309.114,8.8548,8.8572,32.9961,32.9961,32.9997,1025.6042,1025.6067,7.126,8.8556,8.858,3.510376,3.510932,32.9961,32.9961,2.9961,1.1443,0.3642,1.4228,7.071133841259179,40.2265,-70.88316666666667
AR66B,19,19,2022-04-24 14:37:18+00:00,25.5693,25.5726,285.77123,309.234,8.8696,8.869,32.9959,32.9959,32.9999,1025.5832,1025.5865,3.048,8.8699,8.8693,3.511447,3.511787,32.9959,32.9959,2.9989,0.8962,0.3781,1.4687,3.024562047104381,40.2265,-70.88316666666667
AR66B,19,20,2022-04-24 14:37:23+00:00,25.5701,25.5733,285.80939,309.3,8.8637,8.8629,32.9957,32.9957,32.9996,1025.5842,1025.5874,3.114,8.864,8.8633,3.510904,3.511216,32.9957,32.9957,2.9989,0.8935,0.3594,1.4602,3.0900540376582692,40.2265,-70.88316666666667
AR66B,19,21,2022-04-24 14:37:32+00:00,25.5697,25.5728,285.79451,309.427,8.866,8.8666,32.9956,32.9956,32.9997,1025.5837,1025.5868,3.084,8.8663,8.8669,3.511109,3.511554,32.9956,32.9956,2.9997,0.8968,0.3619,1.4618,3.0602849536424612,40.2265,-70.88316666666667
AR66B,19,22,2022-04-24 14:37:40+00:00,25.5698,25.5732,285.79903,309.597,8.8653,8.8643,32.9956,32.9956,32.9998,1025.5841,1025.5876,3.161,8.8656,8.8646,3.511045,3.511358,32.9956,32.9956,3.0005,0.9494,0.3635,1.4656,3.13669226057199,40.2265,-70.88316666666667
AR66B,19,23,2022-04-24 14:37:48+00:00,25.5701,25.5732,285.80188,309.286,8.8648,8.8644,32.9959,32.9959,32.9998,1025.5841,1025.5872,3.088,8.8651,8.8647,3.511021,3.511361,32.9959,32.9959,3.0007,0.9124,0.3641,1.4548,3.0642541650949005,40.2265,-70.88316666666667
AR66B,19,24,2022-04-24 14:37:56+00:00,25.57,25.5733,285.80654,309.614,8.8641,8.8635,32.9956,32.9956,32.9997,1025.5844,1025.5876,3.159,8.8644,8.8639,3.510945,3.511284,32.9956,32.9956,3.0011,0.9064,0.3631,1.4527,3.134707655558251,40.2265,-70.88316666666667
AR66B,20,1,2022-04-24 22:10:25+00:00,26.6698,26.6735,251.95027,187.033,13.9048,13.9039,35.5983,35.5983,35.6028,1027.2482,1027.2518,130.997,13.9238,13.9228,4.256154,4.25654,35.5983,35.5983,2.1937,0.2003,0.4612,0.20864,129.95048170728563,40.134,-70.77
AR66B,20,2,2022-04-24 22:10:34+00:00,26.6699,26.6735,251.95395,186.858,13.9042,13.904,35.5982,35.5982,35.6029,1027.2476,1027.2512,130.864,13.9231,13.9229,4.256067,4.256553,35.5982,35.5982,2.193,0.2474,0.4031,0.20867,129.81858601862555,40.134,-70.77
AR66B,20,3,2022-04-24 22:14:01+00:00,26.5207,26.5233,258.89657,216.688,12.754,12.7555,35.1014,35.1014,35.1051,1026.878,1026.8806,80.406,12.7648,12.7664,4.08786,4.088397,35.1014,35.1014,2.4231,0.0761,0.1895,0.20237,79.77341889175364,40.134,-70.77
AR66B,20,4,2022-04-24 22:14:09+00:00,26.52,26.5227,258.9685,216.317,12.742,12.7385,35.0974,35.0974,35.1001,1026.8762,1026.8789,80.156,12.7528,12.7494,4.086259,4.086209,35.0974,35.0974,2.4159,0.0849,0.1692,0.20207,79.5254338897595,40.134,-70.77
AR66B,20,5,2022-04-24 22:16:20+00:00,26.3978,26.4041,267.16194,235.841,11.4224,11.4217,34.6142,34.6142,34.622,1026.6684,1026.6747,60.476,11.43,11.4293,3.908872,3.9096,34.6142,34.6142,2.539,0.2883,0.1806,0.19516,60.003112383320754,40.134,-70.77
AR66B,20,6,2022-04-24 22:16:30+00:00,26.396,26.3972,267.19117,234.592,11.4184,11.4162,34.6109,34.6109,34.6119,1026.6655,1026.6667,60.223,11.4259,11.4238,3.908143,3.908039,34.6109,34.6109,2.5257,0.197,0.1741,0.19499,59.75212733312627,40.134,-70.77
AR66B,20,7,2022-04-24 22:18:31+00:00,25.9352,25.9393,279.04894,272.417,9.7309,9.7272,33.6403,33.6403,33.6447,1026.1174,1026.1215,40.319,9.7354,9.7317,3.653463,3.653556,33.6403,33.6403,2.7491,0.9091,0.1906,0.18793,40.00568304540123,40.134,-70.77
AR66B,20,8,2022-04-24 22:18:42+00:00,25.9352,25.9376,279.11301,272.625,9.7212,9.7263,33.6382,33.6382,33.6424,1026.1164,1026.1188,40.082,9.7256,9.7308,3.652357,3.653236,33.6382,33.6382,2.7494,1.0155,0.191,0.18671,39.77054761044623,40.134,-70.77
AR66B,20,9,2022-04-24 22:20:39+00:00,25.8641,25.8681,283.94894,279.354,9.0225,9.0064,33.4029,33.4029,33.4048,1026.0012,1026.0053,30.226,9.0257,9.0096,3.565646,3.564373,33.4029,33.4029,2.7658,1.6415,0.1874,0.17966,29.991849132159782,40.134,-70.77
AR66B,20,10,2022-04-24 22:20:49+00:00,25.8656,25.8682,283.84259,278.957,9.0377,9.0219,33.4079,33.4079,33.4081,1026.0024,1026.0051,30.166,9.0409,9.025,3.567492,3.566079,33.4079,33.4079,2.764,1.5823,0.1765,0.17877,29.932318286896706,40.134,-70.77
AR66B,20,11,2022-04-24 22:22:16+00:00,25.7365,25.7352,286.18137,305.646,8.7433,8.7461,33.1845,33.1845,33.1832,1025.8308,1025.8294,20.731,8.7455,8.7483,3.519145,3.519277,33.1845,33.1845,2.9595,2.4243,0.2614,0.17353,20.570877383870357,40.134,-70.77
AR66B,20,12,2022-04-24 22:22:24+00:00,25.722,25.7265,286.16374,306.014,8.7515,8.7542,33.1675,33.1675,33.1738,1025.8176,1025.8221,21.025,8.7536,8.7563,3.518272,3.51911,33.1675,33.1675,2.967,3.3289,0.3016,0.17199,20.862591705196987,40.134,-70.77
AR66B,20,13,2022-04-24 22:24:02+00:00,25.6806,25.6827,285.55454,316.366,8.8578,8.8598,33.1356,33.1356,33.1387,1025.7347,1025.7369,11.922,8.859,8.8611,3.524244,3.524728,33.1356,33.1356,3.0559,4.4214,0.368,0.16823,11.83016929156211,40.134,-70.77
AR66B,20,14,2022-04-24 22:24:08+00:00,25.6798,25.6828,285.53895,316.866,8.8603,8.8596,33.1352,33.1352,33.1388,1025.7343,1025.7373,11.995,8.8616,8.8608,3.524437,3.524718,33.1352,33.1352,3.0586,5.036,0.3868,0.16805,11.902604892457113,40.134,-70.77
AR66B,20,15,2022-04-24 22:24:25+00:00,25.6799,25.6829,285.54411,316.793,8.8595,8.8591,33.1351,33.1351,33.1388,1025.7349,1025.7378,12.098,8.8608,8.8604,3.524367,3.524678,33.1351,33.1351,3.0605,4.962,0.3808,0.1677,12.004808504890768,40.134,-70.77
AR66B,20,16,2022-04-24 22:24:34+00:00,25.6797,25.6826,285.52571,316.88,8.8623,8.8621,33.1354,33.1354,33.1391,1025.7343,1025.7372,12.008,8.8636,8.8634,3.52464,3.524972,33.1354,33.1354,3.0624,4.8822,0.3859,0.16738,11.915504380337069,40.134,-70.77
AR66B,20,17,2022-04-24 22:26:04+00:00,25.6805,25.6835,285.55478,317.149,8.8586,8.8582,33.1356,33.1356,33.1394,1025.6952,1025.6983,3.254,8.859,8.8585,3.523863,3.524179,33.1356,33.1356,3.0654,4.1186,0.4022,0.16344,3.2290035433120536,40.134,-70.77
AR66B,20,18,2022-04-24 22:26:12+00:00,25.6803,25.6832,285.54924,316.839,8.8596,8.8586,33.1356,33.1356,33.1391,1025.6932,1025.6961,2.847,8.8599,8.8589,3.523919,3.524166,33.1356,33.1356,3.0652,4.0676,0.366,0.16299,2.8251328100485456,40.134,-70.77
AR66B,20,19,2022-04-24 22:26:20+00:00,25.6803,25.6828,285.55112,317.189,8.8592,8.8585,33.1356,33.1356,33.1386,1025.6954,1025.6979,3.318,8.8596,8.8588,3.523915,3.524134,33.1356,33.1356,3.0642,4.0034,0.4,0.16291,3.292511399326069,40.134,-70.77
