cruise,cast,niskin,date,sigma_00,sigma_11,oxsatmm_kg,sbox0mm_kg,potemp090c,potemp190c,sal00,sal00,sal11,density00,density11,prdm,t090c,t190c,c0s_m,c1s_m,sal00,sal00,sbeox0v,fleco_afl,turbwetntu0,spar,depsm,latitude,longitude
AR66B,20,20,2022-04-24 22:26:31+00:00,25.6799,25.6827,285.52563,316.411,8.8632,8.8635,33.1358,33.1358,33.1394,1025.6924,1025.6952,2.757,8.8635,8.8638,3.52426,3.524634,33.1358,33.1358,3.0628,3.9119,0.3942,0.16232,2.7358246778259976,40.134,-70.77
AR66B,20,21,2022-04-24 22:26:39+00:00,25.6798,25.6826,285.52178,316.993,8.8638,8.864,33.1358,33.1358,33.1394,1025.6936,1025.6965,3.044,8.8641,8.8643,3.524326,3.524698,33.1358,33.1358,3.0639,4.0747,0.3803,0.16112,3.020618252264641,40.134,-70.77
AR66B,20,22,2022-04-24 22:26:47+00:00,25.6799,25.6827,285.52917,316.853,8.8626,8.8631,33.1357,33.1357,33.1394,1025.6935,1025.6963,2.992,8.863,8.8635,3.524216,3.524614,33.1357,33.1357,3.0633,4.1306,0.3859,0.1608,2.9690180521639635,40.134,-70.77
AR66B,21,1,2022-04-25 14:12:39+00:00,26.1052,26.1085,286.89237,244.71,8.4912,8.4903,33.6056,33.6056,33.6096,1026.5121,1026.5154,89.543,8.5004,8.4995,3.540195,3.54049,33.6056,33.6056,2.4487,0.1391,0.4535,0.79724,88.83470259574034,40.36483333333334,-70.77583333333334
AR66B,21,2,2022-04-25 14:12:55+00:00,26.1052,26.1086,286.88634,244.784,8.4922,8.4912,33.6058,33.6057,33.6099,1026.5099,1026.5133,89.05,8.5013,8.5003,3.54027,3.54057,33.6058,33.6057,2.4492,0.1306,0.4077,0.79584,88.34570779001547,40.36483333333334,-70.77583333333334
AR66B,21,3,2022-04-25 14:16:36+00:00,25.8421,25.8438,291.16943,280.077,7.9796,7.9827,33.173,33.173,33.1757,1026.0478,1026.0495,45.089,7.984,7.9871,3.451245,3.451771,33.173,33.173,2.709,0.7101,0.2019,0.69037,44.73715848558799,40.36483333333334,-70.77583333333334
AR66B,21,4,2022-04-25 14:16:46+00:00,25.8424,25.8449,291.18147,280.23,7.9778,7.9785,33.173,33.173,33.1763,1026.0489,1026.0514,45.267,7.9822,7.9829,3.451092,3.451468,33.173,33.173,2.7095,0.6459,0.1835,0.69044,44.91375012490959,40.36483333333334,-70.77583333333334
AR66B,21,5,2022-04-25 14:18:21+00:00,25.7498,25.7541,288.51925,296.131,8.3964,8.3921,33.134,33.134,33.1386,1025.9106,1025.9149,35.319,8.3999,8.3957,3.484144,3.484201,33.134,33.134,2.8579,1.9257,0.2536,0.70323,35.0442264048483,40.36483333333334,-70.77583333333334
AR66B,21,6,2022-04-25 14:20:26+00:00,25.7269,25.7306,287.8451,299.928,8.5038,8.5021,33.1255,33.1255,33.1298,1025.8412,1025.8449,25.116,8.5064,8.5046,3.492374,3.492629,33.1255,33.1255,2.9001,2.4748,0.2804,0.76066,24.921219875249975,40.36483333333334,-70.77583333333334
AR66B,21,7,2022-04-25 14:20:45+00:00,25.7247,25.7275,287.79783,300.018,8.5116,8.5129,33.1241,33.1241,33.128,1025.8397,1025.8425,25.273,8.5141,8.5154,3.492939,3.493422,33.1241,33.1241,2.9008,2.3514,0.2855,0.78186,25.07699275877926,40.36483333333334,-70.77583333333334
AR66B,21,8,2022-04-25 14:22:59+00:00,25.7156,25.7191,287.46164,304.144,8.5652,8.5644,33.1229,33.1229,33.1273,1025.7719,1025.7755,12.389,8.5664,8.5657,3.496923,3.497275,33.1229,33.1229,2.9381,3.0539,0.3115,0.96995,12.293299988705618,40.36483333333334,-70.77583333333334
AR66B,21,9,2022-04-25 14:25:40+00:00,25.6985,25.7016,286.74263,304.193,8.6771,8.6769,33.1229,33.1229,33.1268,1025.7305,1025.7336,7.034,8.6779,8.6777,3.506629,3.506986,33.1229,33.1229,2.9471,1.2567,0.2909,0.80566,6.979755852281061,40.36483333333334,-70.77583333333334
AR66B,21,10,2022-04-25 14:25:52+00:00,25.7012,25.7027,286.85188,304.384,8.6602,8.6692,33.123,33.123,33.1268,1025.7323,1025.7339,6.854,8.6609,8.6699,3.505114,3.506281,33.123,33.123,2.9502,1.3635,0.3085,0.80481,6.801146928990062,40.36483333333334,-70.77583333333334
AR66B,22,1,2022-04-25 21:13:37+00:00,26.0876,26.091,287.06695,244.945,8.4725,8.4714,33.5795,33.5795,33.5836,1026.4993,1026.5027,90.575,8.4817,8.4806,3.536083,3.536378,33.5795,33.5795,2.4507,0.1622,0.4862,0.95699,89.85834063190978,40.361666666666665,-70.876
AR66B,22,2,2022-04-25 21:13:44+00:00,26.0878,26.0911,287.06172,245.108,8.4732,8.472,33.5798,33.5798,33.5839,1026.4992,1026.5026,90.521,8.4824,8.4813,3.536176,3.536458,33.5798,33.5798,2.4513,0.1682,0.5299,0.95328,89.80477964379375,40.361666666666665,-70.876
AR66B,22,3,2022-04-25 21:16:43+00:00,25.8826,25.8857,291.40709,274.694,7.9294,7.9288,33.2152,33.2152,33.2191,1026.135,1026.1382,55.328,7.9348,7.9342,3.45127,3.451583,33.2152,33.2152,2.6592,0.4407,0.182,0.8864,54.894914302513875,40.361666666666665,-70.876
AR66B,22,4,2022-04-25 21:16:50+00:00,25.8824,25.8856,291.40547,274.508,7.9297,7.9284,33.2151,33.2151,33.2189,1026.1341,1026.1372,55.155,7.9351,7.9337,3.451276,3.451512,33.2151,33.2151,2.6606,0.4259,0.1752,0.91438,54.723291422549465,40.361666666666665,-70.876
AR66B,22,5,2022-04-25 21:20:05+00:00,25.7783,25.7822,290.12984,287.708,8.1535,8.152,33.1242,33.1242,33.1288,1025.9387,1025.9425,35.171,8.157,8.1554,3.461598,3.461894,33.1242,33.1242,2.7805,1.2416,0.2235,0.78735,34.897400395738615,40.361666666666665,-70.876
AR66B,22,6,2022-04-25 21:20:12+00:00,25.778,25.7812,290.12669,287.587,8.1541,8.1538,33.1239,33.1239,33.1279,1025.9384,1025.9416,35.18,8.1576,8.1573,3.461621,3.461975,33.1239,33.1239,2.7769,1.215,0.2199,0.79868,34.90632962196355,40.361666666666665,-70.876
AR66B,22,7,2022-04-25 21:22:46+00:00,25.7394,25.7428,289.19258,293.695,8.3044,8.3031,33.1031,33.1031,33.1072,1025.8404,1025.8438,22.169,8.3066,8.3053,3.47234,3.472611,33.1031,33.1031,2.8382,1.9493,0.2497,0.73026,21.997238050305295,40.361666666666665,-70.876
AR66B,22,8,2022-04-25 21:22:53+00:00,25.7399,25.7436,289.20251,293.339,8.3028,8.3019,33.1034,33.1034,33.108,1025.841,1025.8448,22.209,8.305,8.3041,3.472226,3.472582,33.1034,33.1034,2.8368,2.1141,0.251,0.71124,22.036925999001426,40.361666666666665,-70.876
AR66B,22,9,2022-04-25 21:23:01+00:00,25.7395,25.7429,289.19512,293.599,8.304,8.3028,33.1031,33.1032,33.1073,1025.8404,1025.8439,22.16,8.3062,8.305,3.472306,3.472591,33.1031,33.1032,2.8364,2.0072,0.247,0.70283,21.988308260787772,40.361666666666665,-70.876
AR66B,22,10,2022-04-25 21:25:27+00:00,25.7271,25.73,288.95273,295.371,8.3445,8.3443,33.0951,33.0951,33.0988,1025.7877,1025.7907,13.318,8.3459,8.3456,3.474683,3.475009,33.0951,33.0951,2.8569,2.0291,0.2757,0.75149,13.215097874970514,40.361666666666665,-70.876
AR66B,22,11,2022-04-25 21:25:35+00:00,25.7268,25.73,288.93888,295.464,8.3467,8.3466,33.0951,33.0951,33.0992,1025.7864,1025.7896,13.082,8.348,8.3479,3.474863,3.475241,33.0951,33.0951,2.8587,2.1711,0.274,0.75889,12.980928769586567,40.361666666666665,-70.876
AR66B,22,12,2022-04-25 21:27:30+00:00,25.7164,25.7196,288.53485,299.039,8.41,8.4088,33.094,33.094,33.0978,1025.7305,1025.7337,3.089,8.4103,8.4091,3.479867,3.480121,33.094,33.094,2.8917,2.1642,0.2719,0.88565,3.0652087524469804,40.361666666666665,-70.876
AR66B,22,13,2022-04-25 21:27:38+00:00,25.7165,25.7198,288.53574,298.963,8.4098,8.4082,33.0941,33.0941,33.0979,1025.731,1025.7342,3.166,8.4101,8.4085,3.479866,3.480078,33.0941,33.0941,2.8926,1.9422,0.284,0.89118,3.141615117390336,40.361666666666665,-70.876
AR66B,22,14,2022-04-25 21:27:46+00:00,25.717,25.7207,288.55925,298.935,8.4062,8.4049,33.0941,33.0941,33.0985,1025.7316,1025.7353,3.206,8.4065,8.4052,3.479541,3.479845,33.0941,33.0941,2.8914,2.1316,0.2862,0.89851,3.18130672427798,40.361666666666665,-70.876
AR66B,22,15,2022-04-25 21:27:54+00:00,25.718,25.7227,288.58956,298.458,8.4015,8.393,33.0944,33.0944,33.0987,1025.7324,1025.7371,3.175,8.4018,8.3933,3.479146,3.478805,33.0944,33.0944,2.8891,1.9441,0.271,0.86626,3.1505457296116064,40.361666666666665,-70.876
AR66B,22,16,2022-04-25 21:28:02+00:00,25.7193,25.7231,288.6403,297.973,8.3936,8.3891,33.0945,33.0946,33.0985,1025.733,1025.7368,3.016,8.3939,8.3894,3.478458,3.478429,33.0945,33.0946,2.8852,1.9929,0.2772,0.84398,2.992771522962194,40.361666666666665,-70.876
AR66B,22,17,2022-04-25 21:28:08+00:00,25.7191,25.7228,288.61903,298.144,8.3968,8.3905,33.0949,33.0949,33.0985,1025.7329,1025.7366,3.026,8.3971,8.3908,3.47877,3.478556,33.0949,33.0949,2.8862,2.164,0.3185,0.8477,3.0026944326272083,40.361666666666665,-70.876
AR66B,22,18,2022-04-25 21:28:15+00:00,25.7187,25.7223,288.62097,298.51,8.3967,8.3936,33.0943,33.0943,33.0984,1025.7329,1025.7366,3.127,8.397,8.3939,3.478712,3.478825,33.0943,33.0943,2.8857,2.0127,0.2844,0.83342,3.1029157932589255,40.361666666666665,-70.876
AR66B,23,1,2022-04-26 00:23:52+00:00,25.7965,25.7996,291.56207,285.52,7.9427,7.9438,33.108,33.108,33.1122,1025.9248,1025.9279,28.104,7.9454,7.9465,3.440988,3.441477,33.108,33.108,2.7542,1.4113,0.207,0.0062047,27.88619639395946,40.2265,-70.88316666666667
AR66B,23,2,2022-04-26 00:25:37+00:00,25.6496,25.6521,286.9741,310.983,8.6625,8.6718,33.0576,33.0576,33.0627,1025.6644,1025.6669,3.255,8.6628,8.6722,3.4989,3.500219,33.0576,33.0576,3.0058,2.9712,0.3424,0.0061548,3.229968674496698,40.2265,-70.88316666666667
AR66B,24,1,2022-04-26 01:31:55+00:00,25.7715,25.7744,284.40144,297.28,8.9908,8.9915,33.2783,33.2783,33.2821,1025.9226,1025.9255,33.279,8.9943,8.995,3.550992,3.551418,33.2783,33.2783,2.9061,3.6112,0.3123,0.0061798,33.021060714495334,40.0985,-70.88516666666666
AR66B,24,2,2022-04-26 01:34:04+00:00,25.6473,25.6509,283.91567,317.922,9.1137,9.1114,33.1443,33.1443,33.1485,1025.6619,1025.6655,3.211,9.1141,9.1117,3.547538,3.547729,33.1443,33.1443,3.0868,3.8606,0.3819,0.0061299,3.1863444775123893,40.0985,-70.88516666666666
AR66B,25,1,2022-04-26 02:29:36+00:00,26.184,26.193,264.57409,266.477,11.9349,11.9333,34.4625,34.4625,34.4737,1026.3779,1026.3869,43.414,11.9405,11.9389,3.941086,3.942088,34.4625,34.4625,2.8204,2.369,0.3324,0.0061548,43.076759120547024,40.019,-70.884
AR66B,25,2,2022-04-26 02:31:45+00:00,26.0455,26.05,267.52422,284.736,11.5074,11.5283,34.1813,34.1813,34.1921,1026.128,1026.1325,18.433,11.5097,11.5306,3.870635,3.873693,34.1813,34.1813,2.9574,3.961,0.405,0.0061548,18.290919892878495,40.019,-70.884
AR66B,26,1,2022-04-26 03:33:18+00:00,26.4888,26.4918,250.13744,232.16,14.3098,14.3104,35.4755,35.4755,35.4796,1026.9026,1026.9057,93.838,14.3236,14.3242,4.280891,4.281391,35.4755,35.4755,2.6238,1.4568,0.1594,0.0061299,93.0983502702346,39.94083333333333,-70.88283333333334
AR66B,26,2,2022-04-26 03:35:33+00:00,26.4276,26.4313,247.61862,242.793,14.7973,14.7955,35.533,35.533,35.5372,1026.7761,1026.7797,79.181,14.8092,14.8074,4.33466,4.334952,35.533,35.533,2.7518,2.7916,0.2264,0.0061548,78.5596687590735,39.94083333333333,-70.88283333333334
AR66B,26,3,2022-04-26 03:38:31+00:00,26.322,26.3299,240.97517,234.537,16.0988,16.0558,35.7761,35.7761,35.7734,1026.4899,1026.4978,38.336,16.1049,16.0619,4.489577,4.484942,35.7761,35.7761,2.7443,1.7736,0.1503,0.006105,38.03894354118185,39.94083333333333,-70.88283333333334
AR66B,26,4,2022-04-26 03:40:34+00:00,26.3191,26.3225,240.79719,234.888,16.1395,16.1387,35.7845,35.7845,35.7887,1026.3327,1026.3362,3.115,16.14,16.1392,4.492475,4.492864,35.7845,35.7845,2.7571,1.9019,0.1514,0.0060801,3.0911266209372195,39.94083333333333,-70.88283333333334
AR66B,27,1,2022-04-26 04:53:36+00:00,26.3862,26.3856,255.39662,265.086,13.4238,13.4062,35.1025,35.1025,35.097,1026.4444,1026.4437,13.117,13.4256,13.4081,4.149207,4.14692,35.1025,35.1025,2.9051,5.485,0.332,0.006105,13.016255528548442,39.85616666666667,-70.88283333333334
AR66B,27,2,2022-04-26 04:53:46+00:00,26.4022,26.4045,254.83911,263.039,13.5154,13.5243,35.1475,35.1475,35.1529,1026.4585,1026.4608,12.707,13.5172,13.5261,4.162887,4.164327,35.1475,35.1475,2.8776,5.4069,0.3234,0.0061548,12.609417052065695,39.85616666666667,-70.88283333333334
AR66B,28,1,2022-04-26 06:02:09+00:00,26.5408,26.5447,249.95466,246.963,14.3313,14.3323,35.5488,35.5489,35.5541,1026.6489,1026.6527,24.483,14.3349,14.3359,4.286789,4.287455,35.5488,35.5489,2.7838,2.8451,0.2423,0.0062794,24.294474360036137,39.7725,-70.88266666666667
AR66B,32,1,2022-04-26 14:51:28+00:00,26.6988,26.702,252.986,190.422,13.7037,13.7033,35.5813,35.5813,35.5853,1027.4289,1027.4322,165.297,13.7274,13.727,4.23645,4.236838,35.5813,35.5813,2.2103,0.0163,0.2621,0.7852,163.96338364039536,40.0985,-71.09516666666667
AR66B,33,1,2022-04-26 15:47:05+00:00,26.7002,26.7033,253.21376,183.805,13.6634,13.6607,35.5722,35.5722,35.5755,1027.4055,1027.4087,159.638,13.6862,13.6835,4.231167,4.231246,35.5722,35.5722,2.152,0.0152,0.3525,1.1262,158.35220588432946,40.09866666666667,-70.98916666666666
AR66B,33,2,2022-04-26 15:53:08+00:00,25.6395,25.6421,283.17236,312.591,9.2274,9.2276,33.1574,33.1574,33.1607,1025.6528,1025.6554,2.927,9.2277,9.2279,3.558983,3.559317,33.1574,33.1574,3.049,1.707,0.3661,1.0979,2.904527116000001,40.09866666666667,-70.98916666666666
AR66B,34,1,2022-04-26 16:49:46+00:00,25.6311,25.634,282.9472,313.635,9.2642,9.2625,33.1542,33.1542,33.1575,1025.6465,1025.6494,3.389,9.2646,9.2629,3.561996,3.562168,33.1542,33.1542,3.0596,1.1314,0.3962,1.0781,3.362976311213192,40.098333333333336,-70.8845
AR66B,35,1,2022-04-26 17:48:50+00:00,25.7618,25.7645,274.3294,300.676,10.5322,10.5315,33.5924,33.5924,33.5957,1025.7791,1025.7818,3.829,10.5327,10.5319,3.720098,3.720357,33.5924,33.5924,3.0355,0.7781,0.4058,1.5379,3.79959361080223,40.098166666666664,-70.776
AR66B,36,1,2022-04-26 22:02:20+00:00,25.7594,25.7642,274.44705,300.844,10.5147,10.5241,33.5854,33.5854,33.5937,1025.7778,1025.7827,4.089,10.5152,10.5246,3.717807,3.719499,33.5854,33.5854,3.0339,3.0625,0.3707,0.051058,4.057593843762348,40.099333333333334,-70.665
AR66B,37,1,2022-04-26 22:54:32+00:00,25.8339,25.8401,271.10977,293.712,11.0137,11.0102,33.7939,33.7939,33.8011,1025.8469,1025.8531,2.898,11.0141,11.0105,3.78459,3.784981,33.7939,33.7939,3.0056,2.6033,0.3354,0.026339,2.875750061297185,40.098333333333336,-70.55516666666666
AR66B,38,1,2022-04-26 23:48:51+00:00,25.9177,25.9212,268.64948,288.743,11.3767,11.3753,33.9861,33.9861,33.9902,1025.9316,1025.935,3.092,11.377,11.3756,3.837735,3.838021,33.9861,33.9861,2.9867,3.407,0.3366,0.0065037,3.0682592854720343,40.097833333333334,-70.44666666666667
AR66B,39,1,2022-04-27 00:48:02+00:00,25.8274,25.8301,270.66617,290.603,11.0873,11.0866,33.8025,33.8025,33.8058,1025.8413,1025.844,3.1,11.0876,11.0869,3.792276,3.792545,33.8025,33.8025,2.9814,3.0956,0.3499,0.0060801,3.076197661048753,40.098333333333336,-70.33766666666666
AR66B,40,1,2022-04-27 01:44:23+00:00,25.7948,25.7987,268.34919,289.657,11.4739,11.4717,33.851,33.851,33.8555,1025.8094,1025.8133,3.258,11.4743,11.4721,3.833097,3.833351,33.851,33.851,2.9953,2.3457,0.372,0.006105,3.2329835644314495,40.09733333333333,-70.22716666666666
AR66B,41,1,2022-04-27 12:19:27+00:00,27.4402,27.4424,289.42679,162.911,7.5755,7.5743,35.1315,35.1315,35.134,1029.7378,1029.74,506.863,7.6266,7.6253,3.62145,3.621572,35.1315,35.1315,1.7195,-0.0124,0.0938,0.33515,502.37446300553177,39.7725,-70.88233333333334
AR66B,41,2,2022-04-27 12:28:50+00:00,26.6243,26.6282,247.43974,236.123,14.7507,14.7523,35.7746,35.7746,35.7801,1026.9546,1026.9585,75.069,14.762,14.7636,4.356064,4.356819,35.7746,35.7746,2.6909,0.937,0.1606,1.308,74.48181574660258,39.7725,-70.88233333333334
AR66B,41,3,2022-04-27 12:32:36+00:00,26.2953,26.3013,252.96991,262.071,13.8893,13.9076,35.1098,35.1098,35.1225,1026.3675,1026.3735,16.324,13.8916,13.9099,4.195639,4.198793,35.1098,35.1098,2.8929,2.6475,0.3133,1.3089,16.198621341298697,39.7725,-70.88233333333334
AR66B,42,1,2022-04-27 13:49:48+00:00,26.2094,26.2118,251.59471,268.67,14.1719,14.1748,35.0758,35.0758,35.0798,1026.2301,1026.2326,4.691,14.1725,14.1755,4.218977,4.219696,35.0758,35.0758,2.9728,1.3647,0.2616,0.60557,4.655066142580502,39.85616666666667,-70.8825
AR66B,43,1,2022-04-27 15:04:49+00:00,26.3306,26.334,245.3942,239.428,15.2555,15.2536,35.5385,35.5385,35.5424,1026.5077,1026.5111,40.305,15.2617,15.2597,4.378627,4.378854,35.5385,35.5385,2.75,1.6122,0.1518,1.3494,39.99251955147072,39.93416666666667,-70.876
AR66B,43,2,2022-04-27 15:07:30+00:00,26.0404,26.0433,266.41449,276.004,11.6926,11.6953,34.2191,34.2191,34.2234,1026.0619,1026.0648,4.798,11.6932,11.6959,3.891119,3.891817,34.2191,34.2191,2.8975,0.9352,0.3543,1.3506,4.761211544171716,39.93416666666667,-70.876
AR66B,44,1,2022-04-27 16:13:23+00:00,25.6336,25.6366,281.84974,306.499,9.4275,9.4257,33.1909,33.1909,33.1944,1025.6536,1025.6565,4.394,9.428,9.4262,3.580292,3.580462,33.1909,33.1909,3.0112,0.9541,0.3742,1.3165,4.360279663941503,40.0195,-70.88366666666667
AR66B,45,1,2022-04-27 17:12:00+00:00,25.7642,25.7674,277.4277,299.298,10.0497,10.0491,33.4894,33.4895,33.4935,1025.7848,1025.7881,4.566,10.0502,10.0496,3.665818,3.666166,33.4894,33.4895,2.9945,2.1697,0.3649,1.2862,4.530925276974972,40.0985,-70.88333333333334
AR66B,46,1,2022-04-27 18:07:52+00:00,25.7373,25.7468,278.82898,301.166,9.8452,9.8277,33.4112,33.4112,33.4196,1025.7548,1025.7642,3.857,9.8456,9.8282,3.639495,3.638734,33.4112,33.4112,2.9947,1.3372,0.3488,1.2723,3.8273562689920926,40.1615,-70.884
AR66B,47,1,2022-04-27 18:57:57+00:00,25.806,25.8094,284.97899,293.156,8.8924,8.8886,33.3027,33.3027,33.3063,1025.946,1025.9494,30.834,8.8957,8.8918,3.544357,3.54435,33.3027,33.3027,2.8667,2.4232,0.2695,1.2383,30.59483475244673,40.22716666666667,-70.88366666666667
AR66B,47,2,2022-04-27 18:59:57+00:00,25.5874,25.5903,283.96055,317.344,9.1302,9.1292,33.0711,33.0711,33.0746,1025.6019,1025.6048,3.192,9.1305,9.1295,3.541955,3.542206,33.0711,33.0711,3.0817,1.2449,0.3748,1.2363,3.167453443674987,40.22716666666667,-70.88366666666667
AR66B,48,1,2022-04-27 19:55:24+00:00,25.7855,25.7887,292.58894,288.564,7.7997,7.7988,33.0677,33.0677,33.0717,1025.9886,1025.9918,44.469,7.804,7.803,3.425414,3.425699,33.0677,33.0677,2.7615,0.9296,0.2353,0.17042,44.122339346684285,40.296,-70.88333333333334
AR66B,48,2,2022-04-27 19:58:02+00:00,25.6013,25.604,284.31639,311.812,9.072,9.0722,33.0771,33.0772,33.0805,1025.6175,1025.6201,3.551,9.0723,9.0726,3.537349,3.537696,33.0771,33.0772,3.0303,1.9247,0.3914,0.97538,3.5236675815413006,40.296,-70.88333333333334
AR66B,49,1,2022-04-27 20:46:56+00:00,25.608,25.6111,285.29599,305.454,8.9246,8.9218,33.0562,33.0562,33.0596,1025.6238,1025.6269,3.475,8.925,8.9221,3.52216,3.522236,33.0562,33.0562,2.9721,2.4364,0.3215,0.16234,3.4482319524860583,40.36366666666667,-70.88233333333334
AR66B,50,1,2022-04-27 22:01:54+00:00,25.799,25.8013,291.20578,283.295,7.992,7.9919,33.1204,33.1204,33.1232,1025.9518,1025.954,33.481,7.9952,7.9951,3.446799,3.447057,33.1204,33.1204,2.7356,0.6717,0.1864,0.12113,33.22022420384798,40.513333333333335,-70.88266666666667
AR66B,50,2,2022-04-27 22:04:02+00:00,25.6376,25.6404,284.09737,310.033,9.0905,9.0896,33.1273,33.1272,33.1306,1025.6531,1025.6558,3.402,9.0908,9.0899,3.54382,3.544059,33.1273,33.1272,3.0217,1.7917,0.2741,0.11894,3.3757488412315397,40.513333333333335,-70.88266666666667
AR66B,51,1,2022-04-27 23:27:03+00:00,25.8417,25.8447,296.07092,265.177,7.289,7.2882,33.0477,33.0477,33.0515,1026.1247,1026.1277,61.807,7.2946,7.2939,3.379377,3.379661,33.0477,33.0477,2.5497,2.6187,0.7808,0.02427,61.32036389461549,40.696666666666665,-70.88283333333334
AR66B,51,2,2022-04-27 23:30:45+00:00,25.5996,25.6025,287.58746,318.404,8.5922,8.5909,32.9801,32.9801,32.9835,1025.616,1025.6189,3.603,8.5926,8.5912,3.48529,3.485496,32.9801,32.9801,3.057,2.9863,0.2917,0.019636,3.575136332974777,40.696666666666665,-70.88283333333334
AR66B,51,3,2022-04-27 23:30:52+00:00,25.5991,25.6019,287.57593,318.774,8.5941,8.5933,32.9798,32.9798,32.9833,1025.6142,1025.6171,3.327,8.5944,8.5937,3.485417,3.485679,32.9798,32.9798,3.0568,2.674,0.2955,0.019661,3.301272978964523,40.696666666666665,-70.88283333333334
AR66B,52,1,2022-04-28 00:52:35+00:00,25.5632,25.5656,290.70176,300.578,8.1567,8.1561,32.8506,32.8506,32.8536,1025.5806,1025.5831,3.831,8.1571,8.1565,3.434476,3.434707,32.8506,32.8506,2.8885,1.2495,0.2784,0.0061548,3.8013132302027954,40.863166666666665,-70.8835
AR66B,53,1,2022-04-28 02:17:56+00:00,25.3141,25.3164,288.06463,275.11,8.6323,8.6326,32.6234,32.6234,32.6264,1025.3338,1025.3361,4.333,8.6327,8.633,3.454893,3.455207,32.6234,32.6234,2.7046,0.4152,0.2553,0.0063791,4.2993526860466735,41.029333333333334,-70.88216666666666
AR66B,54,1,2022-04-28 03:53:30+00:00,25.2814,25.2838,289.72001,283.498,8.4054,8.4047,32.5382,32.5382,32.5411,1025.2988,1025.3012,3.826,8.4057,8.4051,3.426818,3.427039,32.5382,32.5382,2.7594,1.2004,0.4679,0.0063791,3.7962364294503037,41.196333333333335,-70.88233333333334
